1000
1311	3724
1918	1611
3892	4315
2118	2433
3061	958
726	392
1047	3191
1650	4024
461	2859
3262	3457
1456	3267
4756	1873
4488	163
3625	2847
1763	1920
2899	1453
2785	3021
1027	2262
1792	4595
3332	3979
4854	2540
954	444
3053	4493
1771	1804
2441	2426
499	2769
3156	2000
4403	1011
1389	2125
2305	4061
4053	601
1795	2778
2813	2540
3077	3723
2147	2301
3330	869
2346	2414
3677	3287
2239	2425
1050	3863
2303	3938
130	4435
1821	3844
1892	1644
