907 549
583 758 293
584 -1 48
586 363 533
588 604 207
589 581 281
590 827 650
591 -1 379
593 762 -1
594 88 312
596 556 -1
597 322 -1
598 862 700
599 561 580
600 -1 549
602 721 121
604 -1 770
607 374 398
608 421 277
609 584 148
610 777 302
614 166 331
617 140 40
619 477 -1
621 637 -1
624 822 -1
625 328 -1
626 229 -1
627 255 -1
628 870 661
629 186 -1
631 521 668
633 741 8
635 358 246
636 847 570
637 -1 769
639 158 842
641 1 134
642 723 408
643 620 387
648 548 56
649 -1 444
650 304 492
651 717 178
652 740 464
653 -1 125
655 282 72
656 106 316
657 117 806
660 541 470
663 86 724
665 69 98
667 94 497
669 268 -1
670 430 225
671 -1 688
674 71 381
675 505 61
676 496 714
677 76 -1
678 206 271
679 28 755
680 510 123
681 598 297
685 860 -1
686 472 856
687 66 406
688 264 -1
689 519 336
692 35 152
695 879 547
696 187 871
697 214 552
698 455 234
700 642 -1
701 609 -1
703 829 -1
704 -1 370
705 731 150
707 -1 776
708 -1 257
712 799 317
713 -1 227
716 -1 113
717 218 85
721 259 155
723 -1 110
726 850 653
727 -1 78
728 -1 610
729 319 809
731 142 256
732 482 203
733 416 540
734 425 691
735 672 617
736 70 -1
737 803 108
738 797 -1
739 414 393
740 269 401
742 619 301
743 266 614
747 -1 224
750 213 621
752 -1 356
753 15 579
756 251 676
758 -1 752
759 473 546
760 558 445
761 662 674
762 112 500
763 531 -1
764 437 226
768 895 890
769 726 -1
770 -1 235
772 -1 397
774 748 800
776 711 779
778 411 -1
779 778 230
780 631 781
782 -1 826
783 410 -1
784 693 196
785 13 -1
786 -1 705
787 423 173
788 902 775
789 77 466
790 760 -1
791 459 104
796 593 -1
797 204 -1
798 -1 657
800 -1 728
801 749 892
808 523 766
811 92 646
813 17 -1
815 23 305
817 635 -1
821 -1 427
822 858 833
823 202 44
825 709 388
826 -1 636
828 -1 276
829 177 91
831 375 571
833 107 141
835 -1 252
837 160 431
838 463 368
839 -1 539
841 7 818
842 -1 364
843 361 742
844 254 -1
846 362 562
847 -1 215
848 382 -1
854 658 869
855 395 789
860 -1 333
861 520 502
864 545 745
865 727 550
866 702 817
869 366 75
870 292 45
871 394 105
873 527 267
874 250 873
878 -1 385
880 630 670
881 494 -1
882 499 37
883 194 42
884 534 542
885 52 690
887 787 -1
889 279 651
892 839 -1
893 -1 629
894 483 573
895 338 761
897 442 645
898 43 -1
901 649 -1
902 62 81
904 95 176
906 476 373
