5
538 2129
41 265 360
311 41 583
41 446 512
475 41 144
41 476 423
42 113 331
116 42 965
42 272 914
42 439 771
475 42 646
42 512 901
524 42 476
112 43 436
43 123 597
194 43 677
43 227 178
302 43 20
146 44 896
44 186 117
44 227 648
271 44 812
44 275 978
44 354 811
402 44 27
403 44 404
44 512 940
527 44 424
45 105 693
163 45 776
166 45 578
167 45 866
213 45 461
45 242 254
45 271 981
289 45 416
306 45 261
45 444 633
480 45 759
45 499 554
46 219 763
46 301 24
403 46 138
46 447 646
47 60 248
47 75 631
47 229 770
425 47 596
47 462 124
151 48 397
48 171 86
259 48 259
301 48 824
48 518 61
69 49 539
138 49 49
49 179 210
318 49 142
376 49 609
434 49 551
49 454 829
49 481 578
49 507 308
538 49 474
50 78 950
50 150 907
50 202 4
50 310 300
50 402 104
499 50 233
535 50 725
151 51 657
51 236 544
51 299 157
345 51 336
51 432 627
51 504 818
52 238 474
52 262 640
323 52 846
52 388 115
392 52 894
515 52 374
53 76 628
53 99 565
53 150 333
53 174 270
198 53 706
53 206 942
241 53 590
53 333 79
351 53 401
355 53 993
53 382 364
53 424 991
54 61 790
134 54 491
54 299 287
54 438 845
54 470 907
54 487 831
150 55 433
153 55 205
155 55 260
236 55 507
55 322 849
55 336 911
452 55 834
56 73 57
56 172 115
56 364 432
448 56 124
56 463 879
520 56 902
57 126 375
57 164 697
57 206 455
57 295 724
427 57 874
57 495 422
58 142 736
58 146 390
58 200 679
58 207 390
58 250 947
58 269 478
273 58 811
58 280 934
284 58 6
58 289 674
385 58 6
390 58 597
432 58 452
64 59 520
208 59 397
59 301 962
59 309 52
311 59 860
445 59 79
516 59 805
60 127 990
60 225 556
259 60 521
60 313 508
316 60 761
60 439 661
60 462 322
60 521 712
523 60 999
61 116 715
61 119 439
61 159 222
61 209 111
61 228 725
61 310 352
61 313 783
321 61 674
61 377 342
437 61 800
81 62 408
62 92 262
211 62 269
62 302 681
311 62 114
62 335 663
88 63 630
63 157 279
63 316 979
347 63 961
63 404 103
63 423 512
63 489 531
63 518 719
64 450 948
64 483 667
69 65 928
65 99 23
140 65 795
65 170 61
65 207 147
311 65 244
65 326 169
65 335 205
65 366 49
65 395 811
70 66 699
133 66 657
66 234 227
452 66 238
458 66 70
472 66 679
67 89 102
67 438 484
67 442 119
67 495 910
522 67 587
205 68 702
68 424 355
68 429 50
206 69 680
313 69 100
330 69 105
69 370 195
69 397 85
77 70 502
138 70 291
483 70 478
71 110 464
130 71 11
71 141 545
71 152 58
71 267 18
71 376 926
476 71 566
71 499 725
72 151 159
181 72 660
72 374 264
447 72 77
479 72 754
492 72 783
89 73 84
73 219 479
265 73 519
73 339 670
432 73 424
74 245 115
74 278 991
74 279 499
74 299 832
318 74 686
332 74 511
74 333 251
74 343 778
83 75 31
189 75 922
75 197 978
75 207 738
274 75 178
75 310 42
75 346 453
464 75 534
75 476 696
75 504 27
76 200 165
76 274 2
76 275 469
318 76 729
76 324 330
76 382 293
76 392 633
76 402 244
479 76 678
76 527 963
77 151 384
220 77 547
222 77 278
404 77 1
491 77 802
77 534 686
78 320 597
455 78 348
79 97 387
79 137 74
79 153 49
79 276 882
287 79 4
121 80 881
165 80 635
273 80 287
515 80 680
111 81 512
136 81 227
256 81 538
285 81 440
286 81 728
303 81 162
382 81 726
81 383 295
466 81 781
102 82 950
119 82 969
123 82 807
82 135 730
146 82 66
198 82 896
266 82 962
289 82 922
82 402 843
469 82 513
119 83 162
182 83 184
83 283 388
299 83 111
84 113 130
84 146 353
200 84 275
201 84 98
84 255 18
258 84 421
291 84 346
84 301 92
311 84 439
343 84 33
402 84 63
492 84 645
143 85 137
85 145 288
85 353 500
85 433 832
86 287 139
292 86 261
86 445 191
109 87 396
182 87 158
87 266 90
87 321 547
358 87 997
87 364 862
411 87 301
87 510 286
512 87 776
161 88 3
88 162 78
88 174 649
88 230 642
88 258 346
88 307 714
313 88 563
452 88 417
89 420 826
423 89 611
477 89 134
89 536 153
98 90 831
90 108 686
135 90 304
207 90 864
90 222 250
378 90 259
415 90 915
90 478 570
482 90 855
91 111 424
91 169 645
91 305 295
91 318 398
398 91 359
104 92 33
247 92 688
92 342 187
430 92 419
92 487 141
199 93 222
303 93 446
93 326 111
93 384 306
93 404 843
93 407 315
270 94 607
94 314 928
94 328 287
408 94 563
429 94 677
436 94 103
94 468 852
505 94 617
95 207 165
293 95 214
313 95 818
95 388 166
198 96 577
223 96 759
96 247 268
96 288 149
306 96 679
360 96 521
96 379 1
96 431 320
432 96 182
96 485 357
117 97 548
182 97 585
97 234 396
287 97 866
306 97 436
404 97 66
449 97 643
502 97 137
97 508 540
98 101 398
116 98 631
134 98 2
98 199 700
98 293 981
98 365 458
420 98 509
98 433 727
98 531 636
121 99 552
99 243 137
99 290 515
295 99 346
297 99 27
303 99 233
99 331 940
99 429 876
452 99 584
99 474 874
168 100 234
100 179 402
100 307 824
317 100 430
196 101 766
320 101 624
362 101 273
375 101 996
101 418 80
101 428 519
432 101 186
101 530 302
102 141 636
102 296 409
396 102 770
102 409 569
194 103 337
237 103 984
342 103 642
348 103 225
103 456 393
490 103 416
103 493 6
501 103 570
105 104 44
131 104 640
173 104 544
192 104 456
222 104 916
362 104 205
482 104 549
104 504 448
104 514 330
105 109 438
128 105 702
415 105 852
127 106 456
128 106 721
106 178 400
106 224 451
273 106 204
359 106 77
368 106 333
448 106 807
199 107 188
288 107 246
374 107 857
407 107 30
107 429 957
107 473 557
107 504 69
107 525 273
216 108 386
108 286 797
311 108 375
108 319 624
108 334 947
359 108 279
404 108 448
488 108 628
523 108 443
165 109 526
347 109 597
109 352 531
419 109 777
464 109 908
109 519 311
138 110 304
110 199 272
110 293 443
474 110 51
494 110 768
110 520 776
111 118 701
111 134 827
111 323 350
111 334 98
111 354 652
522 111 643
141 112 864
143 112 472
112 157 603
112 190 196
376 112 759
532 112 323
113 129 539
113 202 588
254 113 259
301 113 82
340 113 111
411 113 140
113 457 101
113 524 618
146 114 9
114 221 137
297 114 868
114 383 376
114 425 602
114 447 300
525 114 80
116 115 329
115 170 742
308 115 346
385 115 634
115 405 74
277 116 125
116 280 796
116 459 938
475 116 656
141 117 292
117 175 960
234 117 7
288 117 410
117 314 874
355 117 630
118 363 939
118 374 970
118 375 19
118 418 956
508 118 124
528 118 920
119 231 136
119 265 939
119 383 844
470 119 687
398 120 509
446 120 727
120 453 745
121 124 614
314 121 466
121 418 699
176 122 630
122 190 48
206 122 882
234 122 787
122 248 353
122 260 68
323 122 311
402 122 216
123 127 731
123 160 70
123 165 213
229 123 792
290 123 707
336 123 684
123 364 506
378 123 291
123 401 451
123 522 713
123 532 692
124 215 943
124 221 177
245 124 854
353 124 667
360 124 13
335 125 440
389 125 748
125 429 498
125 434 9
125 482 908
125 503 595
126 171 363
126 224 158
126 321 786
126 333 775
126 337 584
339 126 264
126 455 845
127 210 37
375 127 531
127 417 216
127 475 506
538 127 90
128 184 542
128 249 971
128 261 597
312 128 52
350 128 252
135 129 787
129 243 17
336 129 88
129 400 470
129 475 93
129 512 532
523 129 890
130 160 471
130 315 682
354 130 393
130 459 280
471 130 297
474 130 774
479 130 413
130 501 272
131 142 933
131 176 940
192 131 458
196 131 700
131 439 879
478 131 280
131 513 879
131 522 413
231 132 439
132 291 771
418 132 957
498 132 158
132 531 562
142 133 250
133 150 692
168 133 429
133 226 247
133 347 575
352 133 44
391 133 709
133 404 578
414 133 871
488 133 685
283 134 654
453 134 396
134 515 346
135 254 519
135 277 147
135 307 377
374 135 199
424 135 466
135 463 747
135 482 40
209 136 693
136 372 712
391 136 402
395 136 951
136 508 955
535 136 678
137 190 781
225 137 845
229 137 241
380 137 558
510 137 561
137 520 166
530 137 692
163 138 160
138 164 340
175 138 11
186 138 494
138 206 788
286 138 346
327 138 391
139 158 588
263 139 746
139 421 617
139 451 138
140 157 326
140 174 787
140 183 830
399 140 826
141 183 538
338 141 893
339 141 206
141 481 861
142 261 682
427 142 763
454 142 70
158 143 369
229 143 561
293 143 242
350 143 572
143 375 404
494 143 138
143 536 773
176 144 739
261 144 636
326 144 49
332 144 481
144 346 699
144 472 912
144 518 232
145 176 354
145 204 150
145 211 133
294 145 172
145 300 445
145 534 172
146 248 82
146 253 789
146 255 316
292 146 424
329 146 348
146 373 737
434 146 669
146 440 289
146 464 491
469 146 322
174 147 907
147 259 50
313 147 547
147 390 219
191 148 27
148 245 66
307 148 924
340 148 823
433 148 608
149 177 444
218 149 867
379 149 154
149 440 592
149 493 32
154 150 239
207 150 630
331 150 229
150 367 121
377 150 948
150 451 471
153 151 893
151 176 557
151 189 691
151 279 287
151 301 306
318 151 177
151 320 800
326 151 819
151 343 850
357 151 410
366 151 338
151 490 109
506 151 824
333 152 532
152 429 55
460 152 432
169 153 338
185 153 231
153 315 294
153 326 503
531 153 225
535 153 885
154 216 371
222 154 990
154 349 972
387 154 485
463 154 590
155 251 910
155 502 589
528 155 644
275 156 828
334 156 646
156 373 586
393 156 398
156 408 581
156 410 757
162 157 109
157 184 953
235 157 117
288 157 425
336 157 413
384 157 211
157 494 267
247 158 459
291 158 347
158 350 95
158 422 308
462 158 88
466 158 557
482 158 884
504 158 553
158 536 842
158 537 399
159 163 349
205 159 580
159 219 389
159 400 789
159 494 354
208 160 488
160 268 146
270 160 386
160 365 485
406 160 614
528 160 775
161 276 868
333 161 935
396 161 217
164 162 749
162 347 694
359 162 697
362 162 155
162 379 881
162 447 413
162 489 107
528 162 685
209 163 868
277 163 155
317 163 696
508 163 875
164 201 692
164 225 527
164 343 919
442 164 893
444 164 280
164 466 290
469 164 740
490 164 7
529 164 103
165 194 291
165 221 13
254 165 834
165 270 25
422 165 29
504 165 30
535 165 833
226 166 557
259 166 236
166 494 558
166 521 213
167 198 201
235 167 644
270 167 807
476 167 618
484 167 61
524 167 826
168 246 738
168 252 688
392 168 521
168 492 312
169 214 145
169 219 706
259 169 362
303 169 629
169 409 922
537 169 354
170 187 482
189 170 675
300 170 115
222 171 779
172 297 964
172 347 879
172 370 528
172 415 614
173 174 924
173 196 5
198 173 47
395 173 325
440 173 69
467 173 801
496 173 741
535 173 35
206 174 129
174 341 463
174 463 229
174 505 594
175 261 292
528 175 476
176 209 288
176 236 220
176 322 145
392 176 266
176 426 400
176 455 67
466 176 372
176 477 704
207 177 93
431 177 825
178 206 655
209 178 248
178 210 376
178 224 712
178 354 957
367 178 568
498 178 274
179 293 962
179 355 530
179 478 186
503 179 686
538 179 851
180 234 472
180 254 291
339 180 643
180 420 298
203 181 3
181 254 967
181 382 595
393 181 556
181 475 447
529 181 803
229 182 94
182 393 841
182 463 925
183 326 314
183 462 40
476 183 909
509 183 841
522 183 137
530 183 710
184 284 112
289 184 159
184 329 251
184 399 349
509 184 167
326 185 681
185 454 758
472 185 780
503 185 400
293 186 914
422 186 596
477 186 181
187 218 786
187 315 615
187 342 819
187 386 968
187 510 467
305 188 841
446 188 125
188 487 383
513 188 823
188 531 85
265 189 400
371 189 411
189 387 264
428 189 355
525 189 903
190 289 254
377 190 801
190 400 274
411 190 767
190 485 975
191 268 873
345 191 506
377 191 844
452 191 169
480 191 422
512 191 585
269 192 698
192 328 956
192 345 64
192 368 303
427 192 339
444 192 451
502 192 354
515 192 193
524 192 879
192 530 876
282 193 156
292 193 346
318 193 56
349 193 459
193 384 636
193 416 845
442 193 474
193 471 39
194 238 48
194 279 85
285 194 865
356 194 388
397 194 389
501 194 790
222 195 979
232 195 703
278 195 916
481 195 289
196 256 337
410 196 661
196 440 911
537 196 35
230 197 786
242 197 100
197 253 472
347 197 534
197 349 672
197 482 496
198 267 931
428 198 983
198 514 585
198 517 840
417 199 831
322 200 302
200 355 960
200 369 534
200 437 545
201 247 290
201 268 849
201 277 467
344 201 905
393 201 914
201 510 113
537 201 864
202 210 11
228 202 429
246 202 843
202 361 558
202 413 895
202 477 18
518 202 124
202 521 960
220 203 378
203 234 17
203 318 808
203 337 587
203 418 226
449 203 529
451 203 466
234 204 701
204 289 510
204 392 983
501 204 897
252 205 483
205 336 107
396 205 646
205 406 189
206 300 473
206 526 792
215 207 825
207 219 734
358 207 29
400 207 628
413 207 954
419 207 709
207 424 797
207 493 850
208 241 543
251 208 281
208 354 125
208 404 84
208 483 56
215 209 980
475 209 657
210 248 485
210 262 362
210 333 395
210 383 714
210 396 613
211 304 663
211 305 746
211 335 832
211 359 233
211 390 971
407 211 461
212 228 581
212 424 217
213 315 928
238 214 712
214 240 754
214 249 696
253 214 244
214 308 952
344 214 447
214 345 695
377 214 470
380 214 871
458 214 840
502 214 939
214 515 636
215 280 828
282 215 67
344 215 442
379 215 376
389 215 65
215 470 123
227 216 746
231 216 54
216 499 796
216 524 623
216 538 2
217 219 392
233 217 614
236 217 275
217 410 558
217 490 642
217 514 239
217 524 222
531 217 240
229 218 318
218 241 880
254 218 243
361 218 729
218 368 417
454 218 711
507 218 289
218 533 668
227 219 645
219 299 894
309 219 107
219 459 228
219 528 597
369 220 173
389 220 968
393 220 705
220 432 108
454 220 924
220 465 179
514 220 824
522 220 694
292 221 177
221 315 612
221 477 911
503 221 20
235 222 328
265 222 30
222 286 629
222 376 845
222 409 342
222 439 415
222 446 943
222 470 136
533 222 893
292 223 419
223 425 748
223 451 443
223 483 603
441 224 809
451 224 491
486 224 975
224 504 459
456 226 788
227 257 751
347 227 697
227 378 850
227 517 492
267 228 834
228 322 994
347 228 947
228 400 499
443 228 999
228 450 496
228 469 556
228 482 56
524 228 710
536 228 772
519 229 759
281 230 15
230 348 668
230 479 738
524 230 266
329 231 783
335 231 641
231 342 780
405 231 871
426 231 378
407 232 920
257 233 423
233 260 301
384 233 577
398 233 722
233 431 876
233 460 397
487 233 462
395 234 459
401 234 288
416 234 549
234 459 223
234 502 100
308 235 629
235 346 680
235 354 370
400 235 399
235 474 62
248 236 796
278 236 251
236 340 686
236 343 487
367 236 931
399 236 232
400 236 53
459 236 403
508 236 355
304 237 334
393 237 563
237 426 340
331 238 15
444 238 369
238 502 869
279 239 687
239 414 163
240 322 312
364 240 75
368 240 845
466 240 619
474 240 318
488 240 153
240 510 643
394 241 805
436 241 58
241 466 159
509 241 754
299 242 514
242 301 696
242 307 305
308 242 376
242 392 450
436 242 110
477 242 208
488 242 621
242 526 181
289 243 64
243 326 543
243 496 535
243 499 874
243 511 924
338 244 95
244 367 215
536 244 444
531 245 487
246 417 531
422 246 642
254 247 631
331 247 350
247 418 877
248 264 528
248 382 728
383 248 934
398 248 15
506 248 880
304 249 538
249 364 348
380 249 587
389 249 267
249 444 762
249 533 301
250 276 380
250 438 268
273 251 380
251 361 392
428 251 26
251 493 246
446 252 68
252 524 279
399 253 978
418 253 446
515 253 166
255 254 562
263 254 932
254 266 725
323 254 358
254 328 980
408 254 763
424 254 544
430 254 297
254 444 412
254 453 72
334 255 959
255 462 401
255 478 268
256 260 615
295 256 273
312 256 821
313 256 990
349 256 505
256 358 374
256 427 47
315 257 322
329 257 904
257 416 492
460 257 372
257 493 9
257 510 278
273 258 587
258 528 160
259 292 494
517 259 887
363 260 601
260 445 727
451 260 871
506 260 690
337 261 271
262 304 109
438 262 944
447 263 36
263 458 337
263 497 599
511 263 600
295 264 452
341 264 786
264 462 936
467 264 899
264 477 600
264 499 173
298 265 805
358 265 334
265 516 719
265 522 205
380 266 681
266 384 582
266 490 238
532 266 111
391 267 825
534 267 489
268 364 483
278 269 715
319 269 481
396 269 11
438 269 108
461 269 775
269 494 134
270 290 91
322 270 601
402 270 939
271 282 666
271 285 92
271 442 670
477 271 46
492 271 363
501 271 100
272 324 266
272 334 271
360 272 780
272 370 16
433 272 307
272 503 621
272 525 26
273 284 278
273 374 423
447 273 736
288 274 56
375 274 985
275 340 964
275 360 877
502 275 220
527 275 745
532 275 10
311 277 854
277 318 672
349 277 680
362 277 403
415 277 200
277 435 417
277 511 846
277 514 282
277 515 131
532 277 612
302 278 822
278 438 369
278 452 78
278 459 564
479 278 551
279 376 537
279 464 64
493 279 997
279 512 197
279 515 150
280 315 736
383 280 940
281 304 405
394 281 121
281 426 861
436 281 716
452 281 820
530 281 676
444 282 623
484 282 491
513 282 536
356 283 145
404 283 309
283 413 219
283 471 37
328 284 380
370 284 420
284 531 922
285 295 145
317 285 428
285 334 166
298 286 683
439 286 81
295 287 990
307 287 225
287 320 26
367 287 370
383 287 977
428 287 196
287 443 35
456 287 632
287 510 931
287 522 254
288 414 84
431 288 147
288 466 235
289 357 790
289 430 54
510 289 525
521 289 189
289 533 100
290 436 888
472 290 542
290 529 258
290 531 70
291 313 764
291 507 232
509 291 29
532 291 900
292 321 609
420 292 843
481 292 655
524 292 213
293 323 231
347 293 730
294 332 235
392 294 663
294 420 958
294 507 428
348 295 683
364 295 547
380 295 191
318 296 436
427 296 601
436 296 63
471 296 377
530 296 553
297 314 575
327 297 650
297 395 845
504 297 390
298 329 632
298 339 372
508 298 43
298 527 523
393 299 332
299 471 443
300 400 27
300 452 499
301 414 728
301 427 183
301 434 124
520 301 948
301 528 195
308 302 55
302 339 457
436 302 18
302 495 195
302 500 649
303 322 415
303 324 677
494 304 830
304 526 382
357 305 912
418 305 262
352 306 961
306 366 435
434 306 355
306 479 821
481 306 28
369 307 418
372 307 785
492 307 318
307 500 284
308 310 423
308 452 738
311 309 624
309 322 39
331 309 419
335 309 414
444 309 221
394 310 468
392 311 733
466 311 197
311 492 85
312 378 897
455 312 164
312 466 480
426 313 42
325 314 571
314 338 358
315 343 373
461 315 221
373 316 978
415 316 116
316 488 262
317 318 224
345 317 425
455 317 491
487 317 474
508 317 2
318 384 402
386 318 988
318 436 115
318 453 366
494 318 40
319 439 853
319 457 607
320 366 908
411 320 132
320 487 303
527 320 415
372 321 702
322 370 625
322 373 94
322 475 171
481 322 492
322 482 992
523 322 556
323 383 732
324 480 49
497 324 220
347 325 582
373 325 656
325 476 12
325 493 839
528 325 13
326 382 689
339 327 744
327 469 331
327 526 966
439 328 503
328 510 293
363 329 122
329 426 570
329 436 762
329 437 205
329 470 183
330 359 647
432 330 664
466 330 751
496 330 978
330 513 317
331 355 901
331 397 791
331 409 424
331 430 731
456 331 542
376 332 795
332 379 328
332 389 167
449 332 101
454 332 368
394 333 847
365 335 961
335 423 472
335 512 155
523 335 741
336 477 721
337 367 258
337 384 169
337 420 326
337 491 284
519 337 361
357 338 743
338 470 459
338 537 291
339 405 270
448 339 122
528 339 374
523 340 404
474 341 312
538 341 681
475 342 97
365 343 535
343 411 128
422 343 22
427 343 7
353 344 722
394 344 422
345 439 233
421 346 905
346 475 550
347 350 20
347 394 245
433 347 539
347 457 824
394 348 646
348 406 369
348 408 861
349 436 505
460 349 880
518 349 920
361 350 979
350 418 414
350 428 120
458 350 785
350 468 605
484 350 128
485 350 31
529 350 560
351 354 127
351 355 340
351 381 564
351 415 611
492 351 625
383 352 413
512 352 737
352 515 781
355 353 600
389 353 461
433 353 308
353 462 967
403 354 804
423 354 640
438 354 608
445 354 778
354 508 1
525 354 42
356 481 385
496 356 222
503 356 294
357 483 11
496 358 387
359 378 111
359 478 472
360 375 242
466 360 700
363 361 234
361 432 64
361 460 975
361 519 821
362 399 268
362 537 569
408 363 288
363 415 822
363 477 836
364 371 315
364 432 557
464 364 215
364 523 68
365 419 579
365 445 564
524 365 775
366 380 699
366 395 488
488 366 989
367 484 833
491 367 982
526 367 319
368 537 175
369 441 513
369 443 203
410 370 216
370 479 273
371 378 228
371 382 932
371 417 375
371 535 42
372 438 638
451 372 522
373 416 260
373 464 42
373 521 801
373 525 456
374 441 516
448 374 767
470 374 333
524 375 964
377 498 70
378 474 657
518 378 434
380 417 801
380 529 934
381 404 957
406 381 855
534 383 55
384 460 341
384 516 766
385 424 47
477 386 417
387 397 735
387 398 631
399 387 7
387 401 646
445 387 724
452 387 171
484 387 465
387 506 426
524 387 335
456 388 165
486 388 620
389 390 466
389 480 770
491 389 224
516 389 282
390 509 411
391 428 96
391 529 73
392 437 729
517 392 827
447 393 874
506 393 552
517 395 650
395 536 214
514 396 275
530 396 954
511 397 125
418 398 810
445 398 596
398 457 522
463 398 451
481 399 100
423 400 800
400 461 435
401 412 154
430 402 505
462 402 992
402 500 735
420 403 12
404 460 86
478 404 457
405 430 652
472 405 185
442 406 265
433 407 713
439 407 730
407 458 888
408 507 37
443 410 822
410 477 726
522 410 562
411 467 802
478 411 863
411 480 698
411 502 504
411 503 690
411 513 129
411 522 18
413 497 80
414 421 821
511 414 563
415 536 425
468 417 395
495 417 126
436 418 986
419 483 994
421 443 698
421 474 652
454 422 582
477 422 615
422 511 469
533 422 722
496 423 619
441 424 854
454 424 250
424 488 431
425 437 898
452 425 686
462 425 164
463 425 390
471 425 125
425 494 790
426 467 465
521 426 647
427 488 558
494 427 935
428 481 483
449 429 765
520 429 568
504 430 926
436 431 831
437 431 94
500 431 12
431 513 563
433 472 850
433 519 207
434 484 150
435 503 868
435 509 463
438 436 269
437 512 974
437 526 74
438 480 746
528 438 524
439 515 159
439 522 274
478 440 888
507 440 700
515 442 515
444 501 838
445 462 269
474 445 375
445 505 749
460 446 250
449 450 453
449 535 812
451 481 94
452 487 952
505 452 459
454 501 824
515 454 889
455 498 908
488 456 877
475 458 487
505 460 790
506 460 568
461 521 165
495 462 743
462 532 227
463 513 465
479 465 122
467 488 462
475 468 726
468 506 992
468 535 677
471 497 839
472 495 260
472 513 571
497 473 484
474 482 353
475 502 302
477 538 545
478 537 979
479 534 815
494 480 127
536 480 473
481 522 390
483 484 289
485 491 223
486 489 356
523 486 688
514 488 633
488 526 162
490 523 278
491 522 559
491 525 8
491 529 594
518 492 529
494 493 310
493 500 679
502 493 73
507 493 810
494 513 801
497 530 950
501 530 784
538 506 170
519 509 173
537 509 856
535 510 723
511 536 478
513 524 877
515 532 588
517 531 218
529 518 552
521 530 454
533 538 846
179
467 26 216 279 237 370 277 77 82 238 513 521 7 317 109 318 356 314 122 378 192 420 132 389 363 451 227 522 378 505 314 83 395 54 220 435 177 397 358 437 395 64 165 493 188 225 16 320 242 163 508 474 398 427 494 267 536 48 294 113 203 91 518 204 270 40 303 473 124 292 33 196 450 362 305 366 401 401 217 503 284 255 166 457 124 15 313 299 422 72 495 436 270 162 395 503 350 513 92 5 326 15 31 509 136 59 505 448 296 372 98 127 104 221 381 472 198 4 453 138 68 432 149 461 59 305 291 89 175 201 334 205 86 183 304 87 249 40 357 517 240 300 419 288 312 39 255 24 10 217 468 211 535 316 210 192 256 172 304 456 291 322 144 37 468 404 532 511 440 499 6 266 204 401 54 170 284 38 24
775 13821
15 1 126
1 26 997
1 68 918
1 69 844
85 1 39
100 1 827
128 1 118
1 135 451
1 174 898
1 178 775
1 186 196
1 198 8
1 222 307
1 230 765
1 234 819
1 248 286
254 1 447
1 255 130
1 262 789
1 269 496
1 291 226
358 1 363
388 1 413
403 1 338
1 410 736
1 441 335
454 1 844
1 481 557
497 1 988
501 1 304
508 1 485
533 1 336
1 548 868
1 600 422
1 604 752
645 1 962
1 657 826
1 666 308
678 1 835
721 1 881
731 1 189
740 1 744
765 1 556
2 31 398
2 45 110
88 2 767
143 2 344
2 148 774
164 2 75
2 171 767
221 2 736
223 2 267
2 238 744
2 291 699
2 292 999
304 2 345
2 310 873
333 2 539
2 349 917
2 388 385
2 399 193
2 400 986
457 2 518
2 511 849
2 514 918
521 2 646
543 2 284
2 566 938
627 2 347
638 2 627
640 2 993
656 2 729
2 690 868
700 2 144
2 731 358
2 747 183
2 755 917
775 2 376
3 9 903
3 71 778
3 80 636
92 3 891
147 3 716
180 3 241
3 192 931
206 3 67
211 3 753
3 255 235
3 265 415
338 3 871
375 3 623
3 407 192
3 425 659
442 3 707
447 3 937
3 454 583
470 3 238
512 3 757
628 3 128
634 3 174
3 662 952
668 3 114
4 5 528
4 25 637
28 4 913
37 4 847
4 52 697
4 71 780
87 4 259
4 88 401
118 4 142
4 126 952
137 4 819
138 4 318
140 4 233
159 4 779
4 179 563
4 187 985
190 4 573
4 228 376
4 232 227
238 4 858
254 4 715
4 309 819
314 4 179
319 4 235
333 4 350
361 4 615
376 4 707
379 4 532
4 390 518
4 397 758
407 4 844
4 432 248
438 4 529
4 454 396
499 4 148
502 4 806
516 4 285
4 523 684
4 536 349
