4
7656 17173
99 2246 203
3224 99 287
5529 99 192
5888 99 51
100 4413 189
4875 100 761
100 5219 873
100 7019 222
1762 101 532
2029 101 116
3321 101 601
101 4964 596
101 5284 414
101 6127 465
7151 101 391
7265 101 847
102 499 775
102 5834 92
103 1571 481
6763 103 845
104 955 79
1002 104 549
5921 104 552
105 807 73
1854 105 703
105 5334 999
105 6822 682
105 7504 825
106 1470 904
106 1890 44
2001 106 918
106 3974 654
5825 106 628
106 6197 415
7162 106 731
3377 107 767
7268 107 738
660 108 601
108 5184 10
5262 108 590
158 109 110
309 109 965
2108 109 935
2967 109 121
1151 110 655
110 2749 955
110 2932 172
110 4594 690
6667 110 912
110 6915 25
2726 111 702
111 2871 272
3894 111 583
111 4306 725
177 112 903
112 2116 132
112 4041 697
113 1678 516
113 2643 874
113 7307 173
3646 114 332
5535 114 199
114 6445 945
6686 114 396
114 6814 364
405 115 1
115 721 122
958 115 208
2565 115 454
3264 115 274
4566 115 390
116 711 219
4693 116 528
116 6791 774
117 1918 745
2198 117 292
5114 117 647
801 118 247
3059 118 997
4019 118 603
119 1317 71
1589 119 967
119 1869 527
2686 119 656
4708 119 7
5224 119 679
5471 119 600
119 6365 532
877 120 19
1383 120 635
120 3564 301
3752 120 22
7459 120 200
264 121 955
282 121 128
660 121 375
121 2400 547
6186 121 91
613 122 117
2108 122 623
4021 122 18
7212 122 148
340 123 701
123 2105 446
123 3904 705
123 5510 537
123 6098 494
124 1673 67
1930 124 479
124 2818 419
124 3245 569
124 4208 169
1066 125 118
5356 125 622
5400 125 363
125 5944 741
6220 125 151
126 848 738
4064 126 61
5163 126 801
6302 126 475
126 7239 770
127 376 316
127 1779 60
1883 127 555
1950 127 584
128 209 825
128 1565 136
1193 129 233
129 1913 583
129 2937 778
4871 129 642
6460 129 189
130 2095 512
5871 130 552
653 131 62
4414 131 873
4493 131 630
5614 131 495
131 5800 328
7304 131 157
260 132 705
2526 132 904
3808 132 356
7147 132 764
133 523 311
133 1448 770
133 5697 583
7235 133 269
134 883 614
5670 134 549
134 6511 388
135 880 27
135 3942 723
135 4291 958
4420 135 592
6155 135 365
575 136 47
784 136 782
136 1154 606
1421 136 863
136 1890 220
4903 136 91
136 5398 51
6264 136 647
137 516 733
137 1933 397
4040 137 403
312 138 185
802 138 507
3736 138 442
4343 138 34
4580 138 75
138 5276 952
138 5498 707
138 6959 284
1590 139 874
3369 139 272
4003 139 157
139 4999 159
7400 139 931
1385 140 867
140 2064 712
2093 140 123
140 3364 482
4125 140 213
4378 140 347
140 5491 537
141 222 143
142 1404 847
1558 142 126
4263 142 792
4306 142 724
3451 143 203
3951 143 655
4293 143 481
143 4761 152
1008 144 563
1455 144 310
144 2982 493
3099 144 407
144 3586 82
145 494 881
4138 145 834
145 7349 472
146 257 393
146 684 761
146 1802 154
3104 146 694
3679 146 60
4800 146 546
146 7576 523
147 1482 624
147 3196 442
147 4657 47
147 7060 920
7204 147 801
1038 148 505
148 4855 220
148 5444 663
148 6742 856
148 7238 640
1826 149 834
149 6948 857
1427 150 720
2274 150 507
2384 150 454
150 2856 949
150 2963 849
150 3118 906
4098 150 746
150 5169 205
150 5968 157
5074 151 578
5249 151 43
151 6450 687
2549 152 973
6830 152 643
152 7541 770
153 4342 549
1061 154 322
154 2209 680
2557 154 347
154 4065 885
5318 154 916
154 7313 666
155 291 737
155 2550 610
2788 155 558
3206 155 549
3883 155 231
155 4446 194
7651 155 320
552 156 2
908 156 264
1540 156 342
156 3693 908
156 5068 564
5970 156 89
156 7327 853
2266 157 33
157 2361 747
3841 157 546
6330 157 793
158 637 971
158 1369 371
158 1807 704
3410 158 705
158 4267 48
7203 158 165
159 2249 750
3824 159 973
160 1190 237
160 1650 685
3474 160 351
4719 160 837
160 5656 527
160 5793 483
1082 161 278
4256 161 874
161 6492 715
161 6624 147
161 7166 118
162 939 131
3850 162 431
162 4593 589
5163 162 162
162 6294 641
162 6909 958
559 163 886
7590 163 775
7622 163 979
1028 164 848
164 1168 988
164 1358 932
164 1560 131
2034 164 231
164 2446 454
3983 164 97
164 4706 616
2762 165 859
165 2831 810
2875 165 405
3022 165 242
3485 165 303
165 3693 548
165 6100 735
7359 165 585
538 166 562
590 166 222
166 957 318
166 2067 774
3334 166 79
166 3367 714
167 1829 768
167 2163 928
167 7127 541
168 1422 674
168 2271 887
168 3801 297
4019 168 160
169 614 137
169 2869 112
1516 170 422
170 3048 590
171 389 152
171 2817 210
6044 171 707
171 6121 939
671 172 433
779 172 765
172 2258 300
5102 172 877
173 254 807
173 4130 520
173 5476 325
173 7204 1
174 2346 356
2615 174 521
4529 174 187
4575 174 740
175 991 58
175 1458 890
175 3408 760
175 3836 611
876 176 355
176 3270 686
4419 176 123
176 4652 315
7192 176 680
356 177 952
177 1951 238
6216 177 185
6404 177 62
6576 177 316
7144 177 735
178 541 404
178 650 836
178 2443 603
178 2651 927
178 2829 246
3826 178 302
3920 178 404
4398 178 486
3882 179 727
4596 179 774
6789 179 798
479 180 341
940 180 426
4520 180 582
180 7160 119
181 326 618
4194 181 629
181 6174 855
182 866 872
182 1322 896
2021 182 885
182 3110 948
183 4447 759
183 7447 404
184 2464 568
3246 184 647
184 4050 947
184 4996 705
184 6624 322
1370 185 92
185 4006 755
185 7014 548
185 7104 49
185 7407 562
186 1769 184
186 1797 513
2896 186 920
186 5995 205
2562 187 94
4093 187 53
7648 187 416
188 4368 174
188 5729 255
189 1108 258
3192 189 58
189 4095 312
4244 189 320
1263 190 702
3761 190 950
5085 190 253
932 191 298
1552 191 860
2492 191 863
191 5408 831
192 578 491
1000 192 537
192 1779 733
3009 192 1000
4968 192 618
192 5260 624
192 6178 241
3662 193 739
5276 193 878
6814 193 647
194 582 205
1022 194 232
194 2604 944
194 3449 872
3794 194 578
194 5150 364
194 7410 764
195 1016 193
1245 195 567
1307 195 855
2683 195 596
195 3474 892
3765 195 529
572 196 484
5367 196 533
1052 197 648
197 1961 574
2721 197 116
4238 197 816
197 5682 718
7472 197 352
209 198 419
317 198 2
198 1486 980
3080 198 624
198 6138 778
2809 199 324
3046 199 541
199 3357 1000
5515 199 899
6399 199 820
5541 200 895
6222 200 400
201 409 600
1059 201 419
201 2200 725
2602 201 755
2981 201 157
4557 201 493
201 4906 555
201 5393 423
1277 202 817
2440 202 372
202 2579 748
1512 203 552
203 2314 953
203 2745 548
3735 203 511
203 5697 685
1170 204 389
204 1521 456
204 4084 149
2409 205 545
3869 205 281
205 6199 796
206 503 500
564 206 907
206 634 637
883 206 578
206 1584 848
206 1627 503
2186 206 621
2812 206 261
6631 206 309
207 896 11
902 207 34
207 2583 601
5693 207 710
6335 207 835
208 1259 807
208 1605 209
3631 208 865
7301 208 605
7352 208 141
7396 208 750
209 1093 641
1624 209 989
209 3446 191
209 4030 775
209 5363 35
6138 209 387
209 6953 631
540 210 332
4077 210 753
210 5262 552
5355 210 831
5650 210 762
210 6580 554
210 6775 165
2813 211 617
2028 212 970
3336 212 87
3871 212 804
212 5229 264
5581 212 338
212 7242 56
1355 213 101
2301 213 52
3675 213 562
213 5673 85
213 5881 818
1149 214 458
1649 214 992
214 1736 469
214 2310 123
2661 214 826
2885 214 285
214 4458 75
214 4836 322
5679 214 751
7440 214 237
215 440 508
215 3833 632
215 5513 786
215 6220 243
6953 215 674
215 7564 799
216 1057 639
216 1325 171
216 2757 908
216 2807 830
216 4380 143
6828 216 246
217 2225 652
217 4970 809
1055 218 876
218 4220 266
218 4316 151
219 410 46
219 929 792
1162 219 527
2719 219 721
3710 219 88
3891 219 103
220 3437 539
3528 220 862
6058 220 832
6304 220 952
221 958 142
1242 221 866
2311 221 647
3257 221 640
3261 221 879
4688 221 674
221 6233 293
6499 221 183
221 7304 69
1105 222 513
2100 222 861
222 2596 889
222 3667 375
223 4443 252
4570 223 719
223 5443 253
224 329 765
224 609 854
1699 224 341
224 2268 122
224 2717 877
224 2781 461
224 4279 142
225 635 773
225 697 799
225 1251 106
225 3195 182
225 4460 349
225 6066 160
6412 225 925
848 226 740
1849 226 519
4612 226 643
7311 226 983
227 947 210
227 2344 178
228 2108 723
228 2517 590
228 3642 553
228 3718 764
228 5391 843
229 538 949
2299 229 467
4420 229 379
4888 229 879
5758 229 889
6462 229 495
1002 230 606
1770 230 40
230 1987 317
231 1356 536
231 4626 744
4812 231 155
231 7571 535
2064 232 302
2731 232 364
232 3947 602
4442 232 649
347 233 483
233 547 188
233 1332 786
1660 233 617
2153 233 703
233 3797 608
233 5546 723
234 3805 545
234 5872 877
235 1374 69
1557 235 411
2791 235 463
4827 235 516
6384 235 91
235 6509 212
235 7403 278
236 1971 655
236 2051 295
236 2317 337
236 4564 971
6898 236 974
7571 236 239
237 1824 429
237 1912 586
3322 237 450
3473 237 408
237 5424 700
237 6709 239
238 3028 516
3548 238 315
238 4281 776
5083 238 69
5148 238 991
6420 238 996
239 301 262
892 239 50
1045 239 498
1915 239 218
3078 239 398
239 4102 752
4650 239 359
1167 240 402
240 2279 502
6836 240 117
241 709 671
2525 241 644
242 372 440
5309 242 948
242 6991 387
242 7159 667
242 7161 487
3475 243 571
3862 243 588
243 4017 345
6263 243 142
793 244 819
960 244 524
1635 244 394
244 2709 497
2921 244 588
244 4094 467
244 4506 532
6504 244 778
7509 244 6
374 245 91
1992 245 765
2701 245 749
2811 245 720
2839 245 212
245 4528 197
245 6507 373
2690 246 956
1253 247 753
248 2615 880
248 3121 637
3911 248 529
248 7348 816
364 249 213
2859 249 407
249 2931 24
249 3157 238
3692 249 218
249 5646 984
249 6336 608
1018 250 921
250 1998 429
2572 250 74
3343 250 562
5207 250 509
251 612 364
966 251 377
251 2571 750
251 3325 448
1944 252 766
252 2119 679
2824 252 716
5889 252 318
252 6822 104
4223 253 96
5193 253 507
253 5763 389
253 6697 10
253 7144 198
7202 253 894
7485 253 73
1102 254 127
254 1944 374
3580 254 754
6101 254 209
6149 254 512
254 7644 914
255 490 721
256 1611 937
2941 256 745
3589 256 797
256 4072 618
256 4873 638
321 257 682
2473 257 201
257 2950 207
3925 257 613
257 7418 296
2369 258 324
4518 258 973
4526 258 68
258 6685 386
1473 259 703
259 1898 72
2672 259 56
3116 259 772
259 3277 230
259 3652 604
3917 259 349
259 4683 271
259 6788 43
7462 259 381
260 998 417
1564 260 311
260 3337 123
652 261 768
261 1665 650
2602 261 100
2956 261 839
5480 261 799
261 5928 522
1645 262 898
262 1799 813
262 2586 521
4963 262 554
262 5402 376
7404 262 652
861 263 528
263 3316 125
3597 263 389
5273 263 939
2676 264 658
265 5177 392
7315 265 678
266 2743 922
266 3089 328
266 3911 537
266 4215 377
266 5285 464
5609 266 890
266 5724 637
266 7557 446
267 1269 228
6119 267 153
268 1494 496
4827 268 57
268 5028 907
268 6405 627
2239 269 393
269 2825 689
269 3212 216
4291 269 243
4959 269 955
270 1129 11
270 3961 72
270 4036 390
271 3471 101
3751 271 704
6835 271 170
289 272 455
2980 272 947
272 3350 155
272 4163 437
272 4489 52
272 4652 563
5543 272 12
1324 273 793
3155 273 358
273 5223 449
273 5517 680
7429 273 260
274 1477 861
4858 274 340
274 5859 918
6184 274 151
275 1308 562
1589 275 942
3122 275 299
4553 275 903
4688 275 540
275 7014 8
2231 276 839
276 7328 925
2336 277 347
277 2708 579
277 3553 271
3668 277 158
277 3782 376
277 3791 96
277 4188 169
277 6074 579
277 7016 763
277 7468 137
7645 277 722
278 1749 418
278 1958 323
4390 278 878
6047 278 907
372 279 155
1393 279 650
279 2799 257
943 280 520
2301 280 164
280 2877 630
3567 280 466
4971 280 384
280 6662 134
7473 280 809
281 289 236
5343 281 895
5787 281 134
282 5700 865
282 6193 214
283 669 495
1838 283 996
283 5741 561
6499 283 819
6516 283 707
7056 283 111
2624 284 783
284 3025 202
284 7488 731
359 285 159
285 2229 612
2267 285 598
285 3803 139
6215 285 866
7199 285 487
7415 285 943
1373 286 732
3149 286 464
286 3778 842
4785 286 880
5377 286 425
4218 287 639
287 5791 923
7335 287 407
954 288 458
6631 288 344
289 1093 13
289 1389 705
289 6526 549
290 1036 7
1141 290 276
290 1838 115
2567 290 984
5646 290 79
290 7643 948
1053 291 249
291 1285 273
4499 291 52
291 4743 299
291 5268 771
291 5974 126
291 6493 271
6505 291 779
6616 291 155
291 6875 533
470 292 382
3322 292 177
6512 292 592
292 6768 5
619 293 329
293 1607 960
293 2615 86
293 2847 235
6035 293 229
294 832 86
4245 294 636
294 4309 606
295 3614 333
4783 295 374
5071 295 365
5591 295 579
295 6080 85
2055 296 597
296 4158 895
5451 296 18
296 7258 437
2401 297 421
297 5301 599
297 5356 767
298 989 484
1864 298 693
298 4063 699
298 4180 315
5678 298 890
6414 298 422
298 7646 942
299 438 952
299 708 180
299 898 640
2632 299 432
299 3035 96
3830 299 668
299 4367 339
299 4485 724
299 7370 942
3429 300 399
300 4342 383
5009 300 776
300 7555 211
301 648 38
872 301 476
3056 301 312
301 3975 227
3602 302 237
302 4341 570
302 4730 195
5369 302 390
302 6077 718
302 6546 579
302 6893 444
1559 303 376
303 3771 527
303 6232 652
304 2943 803
304 5009 568
500 305 376
305 1321 319
305 1625 785
305 2526 293
305 3443 94
4753 305 812
305 6815 528
7586 305 292
306 1911 323
306 1978 235
306 2561 97
3353 306 691
306 3785 692
306 5281 924
307 1861 835
2235 307 970
6537 307 9
307 6860 592
7539 307 27
1978 308 580
4858 308 793
5152 308 485
6839 308 430
7637 308 811
431 309 187
309 5290 334
310 2486 441
3098 310 897
4744 310 454
310 6018 248
2645 311 281
5418 311 312
6421 311 241
1837 312 630
3254 312 588
312 3726 834
313 2622 644
313 4469 173
5490 313 22
6192 313 961
1261 314 517
3481 314 57
3575 314 821
314 7583 473
3553 315 340
5524 315 903
5561 315 438
5702 315 265
5749 315 416
316 785 1
316 1494 604
1505 316 575
2568 316 159
3358 316 85
316 4568 240
4765 316 841
316 5565 259
6677 316 518
1730 317 468
6278 317 748
317 6775 383
318 1601 865
318 2810 951
318 3189 816
3619 318 846
318 4444 665
7090 318 637
561 319 705
319 1993 124
3122 319 124
320 1314 676
320 1482 856
320 5260 91
909 321 292
2069 321 432
3662 321 128
321 4616 119
321 5070 735
321 6283 591
6572 321 794
321 6724 578
7437 321 975
321 7470 293
321 7606 834
1397 322 594
3955 322 658
5340 322 42
322 7059 960
362 323 198
1605 323 579
323 1727 183
323 2710 264
323 2850 820
323 2881 576
4550 323 477
7025 323 273
609 324 166
985 324 282
324 1354 606
324 1370 185
324 1963 56
6338 324 448
6888 324 169
324 7061 880
324 7411 732
325 965 44
325 4612 546
6211 325 417
325 7509 262
563 326 380
2961 326 384
3187 326 173
326 3709 664
4013 326 330
4022 326 190
326 4568 527
326 5957 271
326 6238 949
7160 326 474
326 7287 960
624 327 884
1514 327 46
2620 327 929
327 3053 629
4411 327 420
327 4553 299
4974 327 673
327 5384 956
327 6230 329
336 328 560
3215 328 550
3982 328 939
7153 328 503
1976 329 777
329 3204 262
329 6171 785
1427 330 279
2793 330 337
3565 330 932
330 4662 715
330 5771 544
5990 330 950
817 331 592
331 1596 400
3613 331 457
331 4235 803
1167 332 541
1300 332 277
1400 332 752
2072 332 245
332 2807 954
332 3118 786
3448 332 350
1310 333 134
333 3228 667
3781 333 107
3882 333 152
6523 333 573
1017 334 973
334 2011 288
2192 334 311
4798 334 123
334 5442 141
6099 334 478
335 1923 217
3175 335 359
335 4655 865
335 6167 939
7467 335 191
2266 336 44
3135 336 973
336 4477 14
336 6568 197
3085 337 174
5821 337 72
6805 337 789
338 357 661
582 338 977
338 2403 444
3122 338 20
338 3281 908
3301 338 290
338 6421 122
517 339 765
1365 339 474
339 3195 907
5197 339 971
339 5680 419
6278 339 903
340 1189 851
1301 340 960
340 4584 309
340 5841 241
437 341 284
341 1070 667
341 1692 466
1775 341 31
341 5653 363
341 7039 508
341 7135 863
342 2131 73
4912 342 419
342 7350 437
7625 342 922
343 1363 765
1685 343 163
1770 344 830
344 5278 339
6114 344 60
345 2344 588
345 2436 378
345 4040 381
4059 345 299
345 4768 140
345 5958 160
1192 346 609
1452 346 58
3106 346 277
3877 346 267
346 4483 364
5555 346 944
3483 347 134
4392 347 530
347 7139 676
2054 348 94
4728 348 665
5865 348 33
348 6359 415
348 6534 927
348 7264 804
398 349 102
2925 349 460
349 3032 847
355 350 337
350 2601 477
3997 350 431
350 4104 945
7305 350 181
2817 351 492
4018 351 666
4909 351 590
351 6141 452
2187 352 440
2260 352 527
3044 352 333
352 3897 3
5189 352 174
352 5979 879
352 6386 750
352 7235 845
925 353 666
1709 353 358
353 4335 166
353 6723 647
1830 354 268
354 2853 196
3327 354 998
354 4000 580
4454 354 294
354 4974 221
354 6782 739
979 355 314
2711 355 407
355 5397 714
6007 355 120
6419 355 283
356 1746 92
356 2860 918
3130 356 48
356 3270 805
356 6266 297
356 6387 466
357 2075 804
357 3738 74
357 4041 644
357 4140 82
357 5168 803
357 7146 472
358 1178 883
358 1327 517
4528 358 276
2322 359 290
5825 359 593
6882 359 969
1924 360 534
360 2461 389
360 2756 373
3219 360 757
4624 360 697
5396 360 421
361 507 890
656 361 933
361 1166 451
361 2283 909
361 2636 336
2958 361 761
361 3236 580
3478 361 666
361 5188 666
5656 361 142
361 5777 538
362 982 529
362 1505 638
362 6163 124
362 6374 869
362 7199 269
362 7554 320
363 554 982
363 1516 116
363 3087 986
363 5694 623
5727 363 853
364 1036 590
5347 364 908
364 6553 622
569 365 382
365 2675 706
365 5694 817
6816 365 125
366 396 935
2163 366 784
366 4762 730
367 424 574
367 3290 678
367 3934 429
367 3985 990
3620 368 184
4295 368 354
4595 368 835
368 4655 207
5333 369 199
369 6019 943
4870 370 959
4914 370 235
370 4917 217
371 1865 103
2010 371 105
371 3437 541
5143 371 947
371 7535 316
2191 372 296
4116 372 137
373 4626 346
5177 373 831
5222 373 419
5792 373 148
374 806 483
374 1254 396
1807 374 185
374 2071 465
374 2928 956
3485 374 619
4354 374 2
374 4620 901
5693 374 552
6824 374 736
375 2785 123
375 4979 572
375 5847 327
1490 376 164
376 1916 342
5382 376 545
376 6074 379
377 966 82
2046 377 775
2169 377 883
6638 377 964
6975 377 251
705 378 681
1021 378 938
378 2460 157
378 2731 323
6897 378 519
379 1934 366
2218 379 925
379 2433 777
3430 379 411
3603 379 840
4003 379 215
379 4819 427
5842 379 859
7154 379 23
380 994 219
2785 380 847
380 4848 247
1106 381 477
381 4002 346
381 4106 771
5418 381 132
381 6592 287
382 1239 61
382 1491 407
382 2275 172
382 5388 937
5473 382 671
6492 382 166
382 7357 299
383 576 351
3621 383 583
1195 384 800
384 2793 380
4794 384 733
6074 384 895
385 2379 323
385 2381 578
3243 385 264
6307 385 543
1826 386 869
386 7287 367
1883 387 898
387 2461 547
5217 387 811
5301 387 464
7622 387 26
1202 388 40
388 6106 813
6277 388 727
6465 388 618
1865 389 395
2114 389 528
389 2241 440
389 5137 152
389 5315 531
5424 389 755
389 6560 781
389 6718 485
390 863 226
1969 390 955
390 3418 458
391 2713 369
392 960 464
392 4089 367
4521 392 674
393 1650 973
393 2804 560
4014 393 20
7060 393 112
394 1104 271
3381 394 72
5783 394 202
394 6335 166
395 1794 153
395 3244 285
396 1691 965
1759 396 889
396 1766 627
1268 397 541
397 1760 21
397 2078 571
6787 397 100
7113 397 988
2332 398 438
3637 398 648
398 6351 333
398 7341 32
1612 399 425
399 3347 9
399 4632 983
399 5288 580
399 5719 57
5778 399 101
399 6022 280
1105 400 849
1389 400 415
400 1703 811
400 1895 162
400 5675 864
400 5934 271
400 7529 913
401 1573 747
1618 401 697
401 3328 952
4349 401 72
4937 401 286
402 2912 391
402 4913 456
1664 403 405
2420 403 664
403 6573 850
404 1653 429
1657 404 754
404 1935 316
2652 404 27
3855 404 13
2013 405 739
2103 405 80
405 7304 708
405 7403 88
1899 406 81
407 754 766
407 3168 582
407 4606 465
1701 408 386
409 1355 348
5848 409 360
409 7569 792
410 2735 263
2957 410 884
410 2969 903
3222 410 10
410 4674 925
410 4930 597
6886 410 289
411 510 216
584 411 733
411 1308 359
411 1820 672
3285 411 932
411 5976 364
5994 411 291
411 7357 317
3359 412 543
4210 412 172
412 4953 345
6688 412 570
7308 412 150
412 7634 777
413 3551 24
5225 413 319
5658 413 496
2610 414 300
414 3736 858
414 4674 535
6472 414 553
414 6787 395
7350 414 917
415 909 8
415 4713 730
5184 415 815
5486 415 108
416 1329 926
416 2185 863
416 3448 637
416 4026 947
416 4491 800
416 5378 168
417 1569 182
4475 417 54
417 5893 857
1168 418 497
1659 418 39
418 2259 811
3541 418 608
5548 418 786
5729 418 33
7461 418 43
1407 419 289
1443 419 127
419 4912 282
5158 419 950
5939 419 546
419 6542 17
420 2175 890
420 3287 132
420 4743 287
420 5374 547
6703 420 823
6905 420 484
420 6940 414
2525 421 846
4319 421 634
5854 421 185
421 6766 27
515 422 998
422 1473 992
422 4361 239
4402 422 566
5502 422 138
6497 422 66
1124 423 203
423 3673 520
3936 423 32
423 4087 548
423 4886 376
423 5603 306
423 6058 198
6120 423 698
423 6717 723
7622 423 470
424 692 842
424 3951 318
5045 424 488
424 5898 916
425 6344 172
7115 425 924
1172 426 843
1961 426 142
4918 426 591
426 5224 751
426 7156 392
426 7566 52
1833 427 371
427 4815 40
7231 427 315
3738 428 456
4691 428 37
429 3440 14
3521 429 297
429 4206 307
4806 429 69
6411 429 881
577 430 252
2744 430 87
430 3768 640
4336 430 165
430 5667 827
1729 431 307
6243 431 204
1273 432 446
432 1547 544
432 3746 787
5311 432 575
6988 432 870
433 1731 424
433 2701 573
5793 433 96
6266 433 624
433 6273 95
6399 433 948
1673 434 907
2190 434 337
434 2814 905
4853 434 313
434 5360 385
434 7546 202
435 480 618
435 1541 309
3754 435 686
435 4768 879
6587 435 559
