1
NEW 0 9
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 O
NEW 1 3
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 A
STA 0 O
END
