100 1200
84 95 883
27 88 1228
42 48 384
4 60 462
80 87 965
11 60 1294
11 93 954
1 89 553
38 80 819
21 52 730
34 75 909
3 88 659
5 76 1077
71 85 1248
30 64 290
20 25 1249
50 75 602
75 99 709
53 63 1469
11 49 404
44 60 205
77 94 1135
38 59 275
7 52 134
13 62 356
22 61 267
53 70 24
62 98 656
34 47 1470
17 99 834
48 55 1325
28 67 307
4 21 1036
14 85 551
46 91 1348
0 80 1374
8 10 225
9 94 481
4 83 406
14 21 51
24 88 962
49 56 1262
32 89 1393
21 25 818
31 76 122
43 92 1440
70 93 989
12 60 253
14 24 1211
15 88 682
70 98 854
2 71 644
31 80 686
42 96 552
75 91 300
95 97 150
79 89 577
16 73 992
26 53 761
27 30 567
2 69 502
50 66 1210
12 52 862
42 65 226
34 69 1252
15 51 1302
29 98 540
15 43 534
12 96 1123
53 61 634
22 69 332
28 79 1215
5 40 859
5 11 1230
34 63 367
9 86 1158
47 66 49
21 32 610
43 83 708
44 57 971
52 77 832
49 52 319
39 74 1254
38 91 846
2 40 335
80 99 826
11 45 1316
35 38 1227
8 54 19
54 64 1047
37 49 1273
23 79 528
20 45 1323
59 63 575
21 30 1341
52 96 604
27 43 408
16 76 233
21 97 1103
17 23 1131
53 72 298
61 78 871
69 75 865
20 76 1132
34 87 1219
3 6 297
3 30 820
18 32 443
64 78 1462
4 87 587
30 73 796
56 59 238
21 36 143
34 64 1063
47 88 861
11 75 879
53 86 399
1 17 243
49 81 1
48 87 491
49 73 1411
15 94 815
11 30 1044
27 65 1356
37 61 425
0 33 327
22 40 1355
65 87 504
23 41 172
14 63 263
30 59 255
15 98 839
19 28 1139
12 37 39
19 40 500
43 59 1173
6 52 964
46 77 947
54 76 536
48 64 28
58 62 211
1 36 317
8 80 915
3 58 179
17 83 967
63 90 421
58 94 1266
7 35 1386
28 74 330
5 66 1041
19 50 636
86 90 315
41 81 175
27 31 1455
32 65 808
29 91 190
25 80 811
30 99 254
10 89 1108
29 74 1398
8 66 880
47 90 1106
24 97 173
40 73 250
3 52 701
32 52 922
92 97 156
10 66 1121
33 38 1428
10 61 274
41 94 1174
49 67 510
64 73 57
18 24 1004
25 41 1404
17 62 114
92 98 209
80 88 1233
19 42 1185
69 84 499
36 78 953
10 34 598
55 84 141
35 42 736
30 62 475
23 32 1295
41 68 163
20 34 1017
35 94 236
79 93 392
50 62 689
20 62 766
31 85 817
17 19 625
8 53 283
31 97 1478
14 65 59
25 98 1012
61 79 1191
2 72 1207
34 38 176
34 46 270
28 89 451
22 27 1338
42 84 713
33 35 340
43 66 1241
12 74 1467
62 89 180
8 99 1171
11 20 235
59 65 476
38 97 1246
6 53 927
3 25 303
84 88 928
2 57 611
19 29 16
18 96 1299
30 84 324
74 89 463
1 13 32
26 48 1051
54 75 631
94 98 312
10 15 1458
74 83 52
51 79 1304
75 93 1214
15 83 73
58 61 632
78 97 75
55 85 1073
38 57 1208
44 91 1225
41 91 374
73 94 287
47 56 1009
57 92 376
45 55 82
10 73 1080
5 45 592
2 80 341
84 91 21
77 80 222
1 52 1129
7 79 743
4 13 996
4 76 1468
12 90 693
12 30 119
45 74 1364
41 69 1414
16 31 472
12 14 979
28 56 771
6 79 1165
28 94 550
56 85 813
27 59 1197
26 94 1232
0 57 746
38 86 1250
75 87 352
39 48 620
0 21 1056
0 18 768
42 58 1192
65 82 1336
13 61 1074
58 86 526
28 36 984
32 85 193
36 48 189
60 96 167
16 27 911
7 77 420
15 39 422
64 99 508
33 66 117
89 97 523
3 98 460
62 64 968
21 89 1094
37 76 1432
80 93 91
10 90 1166
40 96 358
0 76 178
42 83 897
21 91 810
88 93 1142
41 86 770
49 59 153
21 37 715
24 38 687
30 52 1076
8 59 343
68 75 1187
41 73 1172
30 97 417
66 70 397
23 27 966
73 79 1090
74 84 48
70 87 1237
6 18 1340
8 13 102
34 66 306
2 75 660
8 84 441
26 75 942
54 91 1388
16 21 732
9 34 565
47 72 113
9 91 296
7 74 426
8 45 1084
69 73 982
21 73 444
35 52 1307
10 47 428
18 70 801
10 30 583
57 61 277
63 73 959
51 56 626
10 49 521
13 25 600
25 83 1040
11 54 1315
73 82 633
68 87 1301
14 68 1426
23 30 131
23 52 142
16 48 798
86 99 945
15 21 568
65 92 658
8 48 556
66 80 986
4 22 974
46 82 265
14 31 544
31 59 895
69 89 924
50 71 1188
5 18 767
23 70 210
25 62 1212
87 90 694
18 33 27
34 85 885
74 92 78
7 90 1164
58 69 1186
52 84 1453
6 44 1318
27 56 447
68 76 1143
21 31 410
75 97 806
49 83 711
89 99 1152
12 40 561
27 93 110
15 82 1493
90 98 985
8 89 34
27 42 1037
3 19 917
0 61 678
81 87 489
2 54 6
28 68 1169
37 57 1001
10 31 831
9 25 802
32 72 1464
18 99 230
1 39 1444
60 86 719
18 27 97
84 92 858
69 78 56
41 58 1369
24 57 1181
18 92 1157
7 78 465
0 46 258
18 29 137
15 37 187
5 95 997
58 99 741
58 65 311
50 73 797
62 96 1179
85 92 453
19 26 467
42 53 355
49 51 271
46 57 1274
35 96 874
25 93 1287
19 86 700
55 93 1053
14 29 630
45 58 1383
33 88 800
4 61 860
53 92 345
59 98 511
22 88 579
76 87 842
54 97 940
32 99 264
15 60 1382
12 80 1061
10 18 372
12 18 1403
8 29 988
86 89 1390
3 72 1146
15 42 1305
18 87 749
43 75 1120
49 88 782
31 35 903
72 86 1466
44 62 1475
38 89 1190
13 41 71
4 41 138
76 85 910
27 60 375
6 26 1417
20 46 1275
28 95 409
92 95 257
20 79 745
48 71 1221
61 77 1419
13 64 978
30 76 1347
50 68 740
19 82 829
8 33 1447
27 54 1497
32 78 538
45 77 1300
54 84 849
14 98 450
32 47 501
57 89 1471
4 44 464
57 75 214
2 24 724
4 85 1472
51 93 1434
4 66 1289
17 50 116
27 95 415
26 74 1481
38 52 566
3 84 1433
2 76 1271
49 98 1064
62 99 1242
11 43 856
25 72 944
34 59 1314
76 92 1402
61 66 496
46 97 1269
25 28 618
77 96 921
24 55 169
4 50 171
24 92 1477
30 66 166
76 95 140
14 48 520
68 89 248
72 76 1100
58 74 396
11 32 977
49 58 1045
11 37 637
16 25 562
39 66 1222
67 84 1199
15 52 593
40 69 40
42 79 1276
6 59 733
37 90 828
50 74 1235
7 43 822
17 59 1015
40 63 646
49 85 516
35 41 684
23 39 900
8 30 793
38 82 1258
22 95 221
20 32 165
70 85 823
6 30 673
2 86 1247
80 86 107
35 77 1147
47 99 313
85 87 204
2 60 1492
42 68 1160
60 67 706
63 97 1488
23 98 932
52 59 1193
43 93 887
31 36 1479
16 22 594
43 84 398
23 83 836
37 67 765
24 83 972
88 96 1370
58 93 1156
27 35 479
32 95 1394
9 84 747
46 64 722
56 71 1163
5 7 1058
68 71 1046
41 59 490
0 43 177
2 45 554
55 77 144
43 51 458
26 77 1096
17 40 394
26 38 149
9 17 95
70 88 333
44 73 1155
4 90 1268
13 68 750
67 75 1119
96 99 1396
13 83 432
57 78 1378
30 86 331
37 55 1335
30 72 1030
2 90 537
3 75 454
37 56 1279
1 26 734
13 44 80
9 24 1485
27 55 716
54 65 581
76 90 147
17 61 723
81 90 326
23 99 412
45 95 522
1 32 774
39 76 1114
7 41 262
37 52 1112
87 96 1099
13 98 1209
36 47 853
31 98 199
16 60 174
40 90 726
45 97 1333
33 87 54
44 92 100
2 15 359
25 39 361
81 94 363
21 58 455
39 56 419
49 64 328
10 83 777
49 78 390
14 58 1463
46 53 302
9 90 395
34 62 488
7 97 892
63 67 148
2 97 710
29 40 492
24 42 737
68 82 22
2 64 677
37 68 1449
13 77 1452
14 83 1196
40 62 41
17 29 474
78 92 548
4 45 87
30 53 278
1 5 1473
7 89 981
4 75 638
74 88 388
12 31 1070
20 68 718
13 59 220
16 49 931
67 77 560
35 46 609
37 70 679
10 72 109
13 38 1429
47 60 1101
19 22 1291
4 54 60
2 53 1339
40 59 1459
5 28 25
5 53 466
28 46 668
38 92 957
8 32 606
35 57 1401
35 71 336
21 54 1303
37 40 704
42 50 351
41 78 46
15 48 586
36 86 261
37 46 794
2 22 1014
61 88 1365
61 76 665
12 77 219
6 87 42
52 99 1141
42 49 30
12 83 691
28 30 605
46 99 896
14 36 440
36 90 183
25 43 907
21 69 855
66 72 123
28 64 213
20 28 1023
52 55 1018
11 57 430
17 26 292
12 43 787
82 95 288
35 40 698
40 81 269
46 83 863
8 57 930
6 50 1153
33 53 1029
28 66 648
39 73 729
63 88 1097
37 65 1124
0 99 1389
21 57 1491
28 49 9
22 41 781
63 91 920
51 76 136
89 93 1376
35 81 194
9 32 457
77 79 1322
33 94 987
25 57 1217
17 54 1489
13 55 240
24 66 1284
20 47 756
14 20 913
15 69 101
3 86 121
36 75 379
77 90 1093
66 99 1424
28 31 695
50 93 1137
59 99 344
11 36 378
75 90 403
1 61 893
22 45 753
36 45 877
39 91 70
16 74 1105
13 23 63
69 87 564
84 94 574
33 91 299
5 64 1330
0 34 514
20 99 1253
46 95 1031
37 79 667
50 82 1358
50 59 1060
0 79 1337
10 14 958
11 21 1359
73 84 1326
26 37 423
11 27 664
40 65 1480
42 64 103
21 43 1183
72 94 1416
3 70 1474
10 68 925
34 54 580
70 99 616
33 45 284
4 29 876
39 67 617
11 38 191
17 70 1206
28 52 653
20 90 1022
57 77 512
6 27 29
15 35 202
72 84 960
3 97 139
18 38 1420
2 11 1281
20 74 555
52 67 10
22 67 641
48 66 1042
21 50 280
28 58 645
34 95 851
2 92 155
26 98 1293
2 25 923
2 29 1454
43 62 1400
65 79 44
16 43 961
82 98 289
21 39 662
16 24 772
51 64 470
33 48 380
5 34 1292
8 58 778
60 70 901
55 78 201
21 56 1224
13 51 218
8 82 529
44 99 847
80 96 898
29 36 1087
5 12 241
24 84 1148
30 38 1065
78 87 272
54 71 456
46 54 1435
12 63 79
50 91 1071
1 90 784
29 49 649
5 79 1136
1 48 884
30 91 1443
31 51 558
64 68 1117
51 92 364
14 76 1144
64 77 1238
21 71 1075
21 90 1223
44 52 789
1 54 762
41 54 661
23 42 759
5 63 188
50 54 712
54 58 650
1 51 50
62 93 697
33 40 1083
39 83 785
22 70 1034
35 45 1010
1 96 671
24 60 105
6 42 152
5 56 245
21 41 1203
42 82 386
24 71 848
32 82 1399
13 35 1126
43 89 162
2 6 1220
1 40 1151
31 78 1321
13 19 621
74 80 916
2 20 1441
41 47 615
35 65 894
40 57 64
69 80 705
28 48 654
39 69 337
61 96 228
4 97 744
13 94 104
73 95 1384
37 74 1089
12 36 878
38 74 763
25 49 7
25 58 524
11 51 1377
73 91 980
6 74 43
3 65 182
58 98 973
34 79 519
93 95 314
61 86 669
41 67 434
11 78 1091
7 96 483
39 72 1345
22 79 1189
16 71 416
43 81 975
55 60 591
43 91 776
56 99 531
15 49 951
12 59 1427
29 31 758
57 68 1240
8 55 99
30 93 206
36 88 242
1 91 35
55 63 1202
49 89 285
13 73 84
22 30 20
37 92 1159
40 71 433
59 66 517
33 72 906
9 76 557
61 85 1309
25 36 748
11 82 527
36 46 1442
64 71 998
6 13 1244
66 85 1391
52 81 482
46 98 370
59 94 1410
46 67 224
71 96
