100 1412
1525 8373
10 60 41
10 67 97
10 71 107
10 72 52
10 73 5
10 74 66
10 80 97
10 83 82
10 86 99
10 93 18
10 94 112
10 95 44
11 15 7
11 18 24
11 20 54
11 21 47
11 23 14
11 24 39
11 32 26
11 34 58
11 40 68
11 46 53
11 49 34
11 63 41
11 66 50
11 68 45
11 71 63
11 72 11
11 73 38
11 74 24
11 76 21
11 77 33
11 80 53
11 90 41
11 93 36
11 94 69
11 95 9
11 97 26
12 16 29
12 21 50
12 27 34
12 32 27
12 40 38
12 44 50
12 45 63
12 52 14
12 55 44
12 62 46
12 65 66
12 70 17
12 74 23
12 76 46
12 83 27
12 89 58
12 90 56
12 93 44
12 95 22
13 16 30
13 17 84
13 27 58
13 28 67
13 29 81
13 31 31
13 33 9
13 34 41
13 35 72
13 40 22
13 41 11
13 46 15
13 47 59
13 50 76
13 52 26
13 53 43
13 55 69
13 61 90
13 62 83
13 63 103
13 65 102
13 68 30
13 76 82
13 77 69
13 82 96
13 86 30
13 90 84
13 94 73
13 97 62
14 16 84
14 17 19
14 20 25
14 22 75
14 27 63
14 28 34
14 31 84
14 41 94
14 45 10
14 50 69
14 55 59
14 61 34
14 65 14
14 66 56
14 67 93
14 71 67
14 72 40
14 73 51
14 74 48
14 77 56
14 81 73
14 82 35
14 84 71
14 85 94
14 90 55
14 95 42
15 17 21
15 23 20
15 25 36
15 31 55
15 33 66
15 35 16
15 36 73
15 38 46
15 41 69
15 42 57
15 46 59
15 48 44
15 49 38
15 57 77
15 59 22
15 60 3
15 61 40
15 64 20
15 66 55
15 67 71
15 68 51
15 73 33
15 74 31
15 76 23
15 77 31
15 78 18
15 79 41
15 81 59
15 84 54
15 85 65
15 89 49
15 91 45
15 92 54
15 93 33
15 97 25
16 20 99
16 21 47
16 25 34
16 29 77
16 33 28
16 34 11
16 35 54
16 37 70
16 40 13
16 42 105
16 46 23
16 47 49
16 48 51
16 50 83
16 51 50
16 52 31
16 55 41
16 56 49
16 63 81
16 67 8
16 68 12
16 72 45
16 75 44
16 79 88
16 87 43
16 95 49
17 19 83
17 20 35
17 22 66
17 26 46
17 35 12
17 37 5
17 38 43
17 40 79
17 42 41
17 47 29
17 54 3
17 55 40
17 60 18
17 64 28
17 65 29
17 69 65
17 72 24
17 81 54
17 82 25
17 88 24
17 90 56
17 94 65
17 96 50
18 25 30
18 31 55
18 34 36
18 37 32
18 47 22
18 48 22
18 49 24
18 52 41
18 53 56
18 61 30
18 62 36
18 65 54
18 69 68
18 81 28
18 84 25
18 86 47
18 87 35
18 88 15
18 97 43
18 99 17
19 25 42
19 26 91
19 28 67
19 30 47
19 32 55
19 34 29
19 35 70
19 39 30
19 43 71
19 47 61
19 50 86
19 52 33
19 58 44
19 62 85
19 68 26
19 71 80
19 73 93
19 77 77
19 87 50
19 89 89
19 92 121
19 97 69
20 28 54
20 29 66
20 36 116
20 38 74
20 41 111
20 45 34
20 47 64
20 53 102
20 54 32
20 55 65
20 58 106
20 65 36
20 66 57
20 68 91
20 74 63
20 78 63
20 86 108
20 89 96
20 92 6
20 93 83
20 97 77
21 22 82
21 24 57
21 26 79
21 33 71
21 34 39
21 38 24
21 45 64
21 47 48
21 52 64
21 53 82
21 57 78
21 63 43
21 69 94
21 70 36
21 71 17
21 78 71
21 79 53
21 91 32
21 94 27
22 25 28
22 29 41
22 32 57
22 33 40
22 40 62
22 42 104
22 43 23
22 44 84
22 47 38
22 50 28
22 56 78
22 57 51
22 58 16
22 59 24
22 64 61
22 65 70
22 68 48
22 70 51
22 73 40
22 76 66
22 77 24
22 78 41
22 80 83
22 81 72
22 83 61
22 85 31
22 89 31
23 29 41
23 31 58
23 36 66
23 38 29
23 40 63
23 41 61
23 43 40
23 46 53
23 48 25
23 49 21
23 50 63
23 52 47
23 53 57
23 67 58
23 69 62
23 72 10
23 73 53
23 74 14
23 78 38
23 80 39
23 83 33
23 90 55
23 92 54
24 26 52
24 28 40
24 32 52
24 46 91
24 50 77
24 52 83
24 60 34
24 62 27
24 65 20
24 66 55
24 67 97
24 69 75
24 84 74
24 90 63
24 96 61
25 27 28
25 28 29
25 32 31
25 34 41
25 35 36
25 36 38
25 40 42
25 46 22
25 47 21
25 48 52
25 52 13
25 57 41
25 58 25
25 59 20
25 62 45
25 68 21
25 74 27
25 75 21
25 76 47
25 77 37
25 78 43
25 79 72
25 84 35
25 88 24
25 89 53
25 94 65
25 98 50
26 30 50
26 32 58
26 36 86
26 45 35
26 50 25
26 54 46
26 55 78
26 56 74
26 59 29
26 63 62
26 65 33
26 66 82
26 69 23
26 70 65
26 71 95
26 78 8
26 86 91
26 95 34
26 96 14
26 98 6
27 28 39
27 31 28
27 35 47
27 37 56
27 38 59
27 42 92
27 46 45
27 52 33
27 54 58
27 57 61
27 61 73
27 64 48
27 69 21
27 70 50
27 73 28
27 77 11
27 78 28
27 80 80
27 88 37
27 93 13
27 96 15
28 29 33
28 36 65
28 38 33
28 39 46
28 43 31
28 47 10
28 48 34
28 49 29
28 50 54
28 52 43
28 54 22
28 58 52
28 59 24
28 63 39
28 65 38
28 68 41
28 69 53
28 71 58
28 72 6
28 77 38
28 78 30
28 80 47
28 81 46
28 83 37
28 87 30
28 89 57
28 92 57
28 93 41
28 94 63
28 98 35
29 33 72
29 34 81
29 40 87
29 43 18
29 48 66
29 50 28
29 54 42
29 58 54
29 60 25
29 65 31
29 67 85
29 73 11
29 74 50
29 79 56
29 80 81
29 84 72
29 85 68
29 87 37
29 89 30
29 97 19
30 34 35
30 35 23
30 37 40
30 41 41
30 44 41
30 47 16
30 48 36
30 49 37
30 54 39
30 66 44
30 67 41
30 70 15
30 71 57
30 73 55
30 74 11
30 80 41
30 81 33
30 84 26
30 86 43
30 87 22
30 90 56
30 92 75
30 93 46
30 94 53
30 96 45
30 98 50
31 33 23
31 35 60
31 43 36
31 44 78
31 46 24
31 48 77
31 51 69
31 54 75
31 55 73
31 62 64
31 63 92
31 70 44
31 72 48
31 76 71
31 77 40
31 82 90
31 85 14
31 93 41
31 97 35
32 35 19
32 43 47
32 49 24
32 52 41
32 55 20
32 59 37
32 62 38
32 64 51
32 66 29
32 68 29
32 69 70
32 76 26
32 77 55
32 79 51
32 83 18
32 94 43
32 95 24
32 98 56
33 34 40
33 36 13
33 42 118
33 44 67
33 48 72
33 52 17
33 54 80
33 58 24
33 59 47
33 61 83
33 62 75
33 65 94
33 68 25
33 74 50
33 76 75
33 89 71
33 90 75
33 91 39
33 92 115
33 94 71
33 95 51
34 35 53
34 42 102
34 45 86
34 46 34
34 51 46
34 52 41
34 53 65
34 58 57
34 59 59
34 62 72
34 71 52
34 76 60
34 77 77
34 85 51
34 87 50
34 89 94
34 96 79
35 41 64
35 43 39
35 55 35
35 65 37
35 69 60
35 79 36
35 80 43
35 86 64
35 88 12
35 90 53
36 38 46
36 43 66
36 44 62
36 54 85
36 56 70
36 57 9
36 66 76
36 69 82
36 73 88
36 78 81
36 85 25
36 96 75
37 51 26
37 54 2
37 60 18
37 63 20
37 67 78
37 68 61
37 69 64
37 71 56
37 72 27
37 75 30
37 80 53
37 81 59
37 82 27
37 83 52
37 84 57
37 86 80
37 96 50
37 98 38
38 42 81
38 43 56
38 44 22
38 46 39
38 47 35
38 49 34
38 51 25
38 54 46
38 57 54
38 58 56
38 63 56
38 69 79
38 76 39
38 83 4
38 85 56
38 86 33
38 87 41
38 88 29
38 94 33
38 95 35
38 96 65
39 40 24
39 49 49
39 55 30
39 66 42
39 67 17
39 69 84
39 72 40
39 76 54
39 79 79
39 87 44
39 88 41
39 95 44
39 96 72
39 97 60
39 98 78
40 42 119
40 45 98
40 49 72
40 53 58
40 57 22
40 67 7
40 78 85
40 82 84
40 83 34
40 86 8
40 88 58
40 89 92
40 90 93
40 91 33
40 96 81
40 97 69
40 98 92
41 47 53
41 49 74
41 51 64
41 59 53
41 60 69
41 65 97
41 67 18
41 68 20
41 72 53
41 73 84
41 74 48
41 81 43
41 83 38
41 88 54
41 89 80
41 92 115
41 96 71
41 97 60
42 47 69
42 66 63
42 68 98
42 70 87
42 78 67
42 79 17
42 81 89
42 83 85
42 88 66
42 92 4
42 93 87
42 94 93
42 95 69
42 97 82
42 98 66
43 44 77
43 52 38
43 53 27
43 59 10
43 63 67
43 64 38
43 65 47
43 68 51
43 70 49
43 73 22
43 75 30
43 76 48
43 77 7
43 84 62
43 87 21
43 88 30
43 98 24
44 47 54
44 49 34
44 58 78
44 62 65
44 66 17
44 68 42
44 74 33
44 79 66
44 80 3
44 81 15
44 82 41
44 83 23
44 90 95
44 97 75
44 98 85
45 47 40
45 48 54
45 52 75
45 60 25
45 62 16
45 69 58
45 70 67
45 74 51
45 76 28
45 77 49
45 79 25
45 81 78
45 83 70
45 87 58
45 88 40
45 97 47
46 48 64
46 51 59
46 53 34
46 56 63
46 58 24
46 59 41
46 61 75
46 64 79
46 71 80
46 73 72
46 74 42
46 77 56
46 78 65
46 83 37
46 98 72
47 51 32
47 53 39
47 55 45
47 61 44
47 62 24
47 68 37
47 70 31
47 75 7
47 78 27
47 85 51
47 87 20
47 91 32
47 95 0
47 96 31
47 97 21
48 52 62
48 53 78
48 57 80
48 64 57
48 75 35
48 77 72
48 86 59
48 91 33
48 93 75
48 94 37
48 95 42
49 50 83
49 54 21
49 58 78
49 62 37
49 65 48
49 66 20
49 73 71
49 77 68
49 79 32
49 84 43
49 85 83
49 87 57
49 94 48
49 95 39
49 97 59
50 54 68
50 62 51
50 65 59
50 67 89
50 69 2
50 70 71
50 71 112
50 73 20
50 82 92
50 86 91
50 93 13
50 94 112
50 95 46
51 53 70
51 57 76
51 58 69
51 65 50
51 69 77
51 72 23
51 78 53
51 80 27
51 86 59
51 89 81
51 90 70
51 94 44
51 95 32
51 97 53
52 53 24
52 60 50
52 61 71
52 66 70
52 67 36
52 68 21
52 69 54
52 77 44
52 86 39
52 87 17
52 90 59
52 92 100
52 98 60
53 57 46
53 58 11
53 71 99
53 78 46
53 79 91
53 84 61
53 85 26
53 87 21
53 88 46
53 89 36
53 91 53
53 95 39
54 57 91
54 60 20
54 66 42
54 67 77
54 72 27
54 73 53
54 80 50
54 83 50
54 88 27
54 90 57
54 95 32
54 96 52
55 57 71
55 63 47
55 73 84
55 75 38
55 90 86
55 94 25
55 97 66
55 98 75
56 60 44
56 66 8
56 69 89
56 70 35
56 73 80
56 75 37
56 76 29
56 82 23
56 90 83
56 92 60
56 93 77
56 98 70
57 61 92
57 62 86
57 63 106
57 66 84
57 68 32
57 71 92
57 72 64
57 79 111
57 84 48
57 85 21
57 88 64
57 93 74
58 59 32
58 62 64
58 67 51
58 79 94
58 87 22
58 89 47
58 91 48
58 92 108
59 63 62
59 65 48
59 70 38
59 76 42
59 78 23
59 79 63
59 85 44
59 97 8
60 62 8
60 63 38
60 66 53
60 67 71
60 70 44
60 71 65
60 73 36
60 76 19
60 82 42
60 83 48
60 86 72
60 89 52
60 91 44
60 92 51
60 94 73
60 95 15
61 63 18
61 67 73
61 73 73
61 74 33
61 76 17
61 77 71
61 80 35
61 81 46
61 82 6
61 86 74
61 89 89
61 90 76
61 93 74
61 97 63
62 63 35
62 72 25
62 74 37
62 77 37
62 78 20
62 83 56
62 90 38
62 96 35
63 65 35
63 66 41
63 67 89
63 69 84
63 72 44
63 74 46
63 77 72
63 79 10
63 80 53
63 93 74
63 94 70
64 68 72
64 70 65
64 71 80
64 73 32
64 76 31
64 78 20
64 79 34
64 80 75
64 81 77
64 82 51
64 84 74
64 94 92
64 95 35
64 97 38
64 98 19
65 66 68
65 68 79
65 76 33
65 78 29
65 80 77
65 87 60
65 92 35
65 97 47
66 73 89
66 75 46
66 77 83
66 79 51
66 84 36
66 85 86
66 86 60
66 92 63
66 94 29
66 98 79
67 73 92
67 74 44
67 75 52
67 78 83
67 79 96
67 81 29
67 83 28
67 84 24
67 86 2
67 88 54
67 90 92
67 92 111
67 93 80
67 94 45
67 95 57
67 98 90
68 72 35
68 73 73
68 75 33
68 76 54
68 79 80
68 83 19
68 86 22
68 90 73
68 92 95
68 94 48
68 97 49
68 98 70
69 72 54
69 74 66
69 80 98
69 82 90
69 87 40
69 91 74
69 92 91
70 71 53
70 72 27
70 78 58
70 82 55
70 88 28
70 93 60
70 97 47
71 79 59
71 80 19
71 82 32
71 97 87
72 73 47
72 74 13
72 78 34
72 79 48
72 85 55
72 86 55
72 87 26
72 90 49
72 98 40
73 77 16
73 78 15
73 82 78
73 84 81
73 88 46
73 89 20
73 91 71
73 96 13
74 79 53
74 83 19
74 88 14
74 92 68
74 94 46
75 78 33
75 80 46
75 86 54
75 87 23
75 92 65
75 98 40
76 78 40
76 79 26
76 80 44
76 81 50
76 83 43
76 90 59
76 92 41
76 94 61
77 79 70
77 85 53
77 86 80
77 87 27
78 81 75
78 84 69
78 85 67
78 88 32
78 89 33
78 90 18
78 97 19
78 98 7
79 81 73
79 82 26
79 88 48
79 97 66
79 98 53
80 83 24
80 84 25
80 87 63
80 88 45
80 90 94
80 94 17
80 96 84
80 98 83
81 82 51
81 84 9
81 87 53
81 91 18
81 96 78
81 97 67
82 86 79
82 87 68
82 94 54
82 95 50
82 96 75
83 85 54
83 88 32
83 95 38
83 98 71
84 86 24
84 89 87
84 90 82
84 93 72
84 97 59
85 89 62
85 92 118
85 94 83
85 98 73
86 88 56
86 89 95
86 90 94
87 92 86
87 94 74
87 95 20
87 97 19
87 98 43
88 89 57
88 90 48
88 93 41
88 94 61
88 95 7
90 92 79
90 94 109
90 98 17
91 98 66
92 96 79
92 97 78
93 95 33
93 98 23
94 95 67
95 98 33
96 97 11
