1
10000 39466
89 7737 93
523 90 328
90 2578 872
2815 90 756
3224 90 322
90 4558 438
4686 90 662
90 5098 555
5911 90 481
7672 90 757
7888 90 810
8927 90 850
1198 91 446
2156 91 105
91 2870 191
91 2921 503
3107 91 829
91 3190 777
3328 91 85
3392 91 379
91 3477 514
91 4138 904
5990 91 489
91 6505 786
6984 91 426
7200 91 597
91 8136 356
91 8305 791
8859 91 487
91 8990 659
968 92 96
972 92 774
2217 92 816
92 3222 993
3330 92 174
4034 92 704
92 4542 175
8038 92 738
92 9042 107
92 9262 819
816 93 289
2115 93 566
2567 93 246
3108 93 159
93 3128 562
93 3935 152
93 7270 203
7818 93 210
94 1570 46
94 2486 982
6092 94 59
94 6224 20
94 7783 513
95 5543 20
6623 95 282
95 6626 644
95 7363 760
95 7652 618
866 96 520
96 1310 609
2380 96 262
2429 96 761
96 2647 785
5285 96 18
8480 96 672
9330 96 873
96 9521 205
97 2620 655
97 3171 505
97 3235 790
97 3525 560
3530 97 526
4036 97 222
97 4295 55
4412 97 299
97 5344 535
8616 97 339
809 98 550
98 2579 193
3761 98 752
4178 98 309
5326 98 146
98 5661 619
7784 98 833
8032 98 750
98 8856 136
9418 98 100
512 99 464
862 99 988
99 1412 533
99 1668 246
99 2528 367
2757 99 10
99 3254 166
99 3621 91
99 3747 858
99 4070 965
4636 99 169
99 7455 621
7802 99 354
99 7897 776
8630 99 33
9859 99 303
100 612 196
1021 100 529
100 1203 598
1208 100 105
100 1311 970
1764 100 650
1891 100 147
100 2347 688
2539 100 825
2634 100 345
3697 100 894
100 4065 843
100 4933 217
100 5336 808
6295 100 347
100 9150 416
101 1870 424
101 1909 549
101 2597 913
101 5984 629
101 6348 248
102 2264 563
5307 102 915
102 5712 967
7065 102 876
102 7188 847
7387 102 928
102 8678 462
102 9262 927
102 9935 228
3202 103 524
3818 103 231
4430 103 126
5472 103 376
103 5610 493
7761 103 417
104 262 536
2198 104 981
104 2416 479
104 3387 528
5301 104 741
9413 104 33
388 105 232
1495 105 733
1602 105 492
4467 105 655
4803 105 901
105 5877 316
7728 105 780
105 8081 803
105 9258 475
1231 106 613
106 2522 748
4520 106 833
5039 106 735
5285 106 980
5482 106 882
106 5641 391
6251 106 350
106 7398 153
8419 106 120
106 9723 790
582 107 934
803 107 856
877 107 834
107 1440 781
107 1511 883
107 5715 138
6476 107 690
7590 107 974
107 7664 930
107 8213 474
107 9604 965
107 9785 336
108 389 18
1000 108 368
108 9499 59
9502 108 875
9851 108 662
520 109 274
1308 109 474
109 2095 191
3635 109 325
3963 109 758
5124 109 515
109 8166 421
8826 109 434
8877 109 10
9245 109 460
273 110 748
110 316 252
110 1632 732
1636 110 292
2995 110 5
3082 110 782
3887 110 842
110 4519 386
4686 110 608
5042 110 296
8224 110 20
110 9403 271
160 111 885
111 719 501
1704 111 132
111 1879 807
111 1982 131
111 3732 259
111 4655 981
111 5063 4
5366 111 973
5985 111 343
7707 111 609
9178 111 764
112 146 536
2027 112 646
3995 112 777
112 4501 814
5884 112 238
6321 112 740
112 7196 929
112 7275 648
9835 112 222
582 113 297
2451 113 858
4183 113 420
113 5006 265
5352 113 743
7856 113 470
113 8331 766
113 9436 639
113 9980 877
114 1371 431
1769 114 735
2290 114 816
2316 114 111
114 2817 264
6118 114 429
7597 114 148
9621 114 812
115 1909 187
115 3199 729
3884 115 764
5803 115 806
115 6745 561
8929 115 824
116 490 46
116 870 78
116 1305 461
1625 116 827
2167 116 116
116 3583 694
116 5259 618
5267 116 568
5471 116 733
116 5757 69
116 7523 336
8463 116 630
224 117 347
1000 117 638
117 2027 867
117 2338 340
2652 117 276
2929 117 689
117 3711 892
117 4716 155
117 4910 793
7139 117 992
8860 117 478
9454 117 447
118 4657 498
118 5908 452
118 6118 217
118 6406 554
9395 118 984
119 1500 534
119 1688 683
2459 119 449
8388 119 313
8416 119 806
119 8945 290
119 9357 285
9409 119 968
119 9705 791
9978 119 644
143 120 723
1475 120 354
3424 120 232
4763 120 55
5414 120 668
5614 120 410
120 6341 605
8852 120 81
8992 120 558
312 121 533
121 1693 108
2365 121 305
3079 121 753
6660 121 687
121 6903 529
7033 121 764
121 8645 19
8830 121 909
121 9307 34
121 9662 154
615 122 645
122 1043 985
2724 122 620
122 3433 446
122 4272 44
4395 122 777
5101 122 164
6094 122 593
8567 122 601
9144 122 392
688 123 303
5573 123 959
123 6121 233
6384 123 236
123 6534 603
123 6605 824
123 7350 125
123 7512 998
7701 123 467
123 7780 241
1328 124 19
3935 124 45
124 4802 662
7511 124 889
8521 124 603
125 661 987
1862 125 25
2289 125 732
125 2729 227
2925 125 261
3126 125 801
4669 125 227
125 6475 556
125 8711 200
125 9153 81
126 933 706
126 1088 635
126 1325 31
126 2671 642
126 3943 777
4710 126 40
5740 126 302
5932 126 726
126 6958 363
126 7754 370
126 7991 915
126 8159 612
126 8465 298
483 127 282
127 1436 271
127 1505 360
1572 127 393
127 3117 475
5664 127 825
6717 127 264
8911 127 313
307 128 928
128 504 331
128 1627 328
1866 128 909
128 2350 766
128 2353 283
2646 128 142
128 2942 54
7072 128 454
9636 128 516
976 129 246
2563 129 167
2992 129 397
129 5651 514
129 5685 575
8338 129 938
2897 130 251
130 6055 761
130 6521 869
7693 130 505
130 9179 255
498 131 847
131 933 77
131 1144 285
131 1296 961
131 4846 237
131 4919 108
5628 131 435
6241 131 991
131 6398 275
7008 131 441
131 8376 330
8731 131 33
131 8736 209
132 556 974
2110 132 367
132 3701 181
132 4899 318
6166 132 531
6559 132 866
132 8399 659
8811 132 133
9849 132 362
133 2082 150
2544 133 122
4095 133 50
4701 133 916
5757 133 20
133 9996 265
3279 134 986
134 4446 923
6898 134 488
7498 134 391
134 8367 801
134 8900 430
134 9590 442
9880 134 676
1407 135 593
135 2002 848
4147 135 110
4528 135 317
135 5178 410
135 6274 105
8145 135 309
508 136 908
136 1770 28
136 3222 579
4346 136 403
136 4745 702
5087 136 862
136 5448 359
136 8356 511
9328 136 340
137 326 403
461 137 526
2698 137 894
137 6004 450
7269 137 616
7854 137 768
2187 138 583
138 3395 963
138 3654 503
138 3734 464
138 6163 960
6768 138 434
844 139 231
1196 139 485
139 1568 808
2355 139 18
3764 139 578
139 4488 171
9350 139 619
9671 139 55
9692 139 630
140 859 16
140 1060 769
140 2066 627
140 6763 508
140 7742 680
141 543 87
1489 141 875
2278 141 796
141 2671 634
2758 141 453
3551 141 47
141 3814 295
3898 141 216
141 5025 719
141 9057 942
9198 141 35
142 763 83
2051 142 340
4185 142 375
4422 142 530
142 4551 220
142 7029 489
142 9204 353
9428 142 908
143 989 676
5089 143 807
5202 143 267
143 8613 888
143 9740 213
144 239 937
144 471 653
1024 144 183
1121 144 87
3042 144 847
3043 144 646
144 6655 522
144 7835 660
9243 144 949
145 672 395
145 1878 79
2917 145 444
3537 145 309
5148 145 718
145 9939 392
801 146 298
146 1430 329
146 2542 237
146 2556 515
3570 146 733
4084 146 618
146 4581 383
5738 146 363
146 7100 232
146 7451 260
7600 146 34
7830 146 517
7945 146 818
146 8149 711
8905 146 248
9554 146 532
1787 147 263
147 2187 496
2637 147 477
147 3178 470
147 3690 845
147 3883 293
147 7217 35
9081 147 93
365 148 519
148 404 829
2530 148 574
2927 148 823
148 5206 566
6108 148 542
6741 148 905
148 7736 198
148 7836 251
148 9016 349
148 9475 127
149 347 880
149 1310 902
149 2179 593
3257 149 18
5180 149 216
5238 149 227
5955 149 72
7863 149 751
9159 149 595
150 421 575
1533 150 945
3610 150 472
6847 150 437
9221 150 759
1710 151 808
2291 151 745
151 3844 506
4725 151 202
151 5244 13
151 7569 20
151 7590 93
151 8467 410
151 9262 485
2067 152 109
152 2542 292
152 3187 855
152 4662 536
152 4698 6
4715 152 761
6392 152 939
152 7592 945
8863 152 788
566 153 571
1856 153 695
1878 153 362
2098 153 696
2603 153 619
153 4582 13
5897 153 109
153 6878 391
6904 153 831
8950 153 532
733 154 547
154 2384 299
4028 154 611
154 4932 759
154 5160 537
154 5205 56
154 5912 691
6246 154 686
154 6333 990
8486 154 440
8723 154 778
1911 155 332
155 1922 295
1979 155 79
155 2142 62
2197 155 87
155 3348 987
3661 155 111
155 3759 586
155 6229 75
155 6254 975
155 8184 245
155 8863 178
1010 156 831
156 4078 331
5712 156 146
6119 156 787
6350 156 550
156 6482 171
156 6547 923
156 6748 760
7390 156 352
156 7941 944
8700 156 473
156 8984 982
157 644 398
157 1779 196
2969 157 394
157 5358 41
5726 157 442
157 6656 129
6990 157 983
7239 157 253
157 8111 437
157 8636 482
9876 157 412
506 158 398
638 158 350
1893 158 512
158 2187 387
2892 158 255
4033 158 290
158 5279 911
7930 158 673
2975 159 679
3540 159 646
4438 159 366
4457 159 551
159 5825 16
7370 159 415
1774 160 211
160 2335 770
3519 160 71
4034 160 619
160 5659 405
160 7845 355
8667 160 558
727 161 733
161 2277 680
161 2438 592
161 2742 189
2765 161 997
3110 161 412
161 3300 489
161 7058 540
161 7671 725
161 8057 422
8694 161 188
9188 161 875
9276 161 653
162 1433 342
1633 162 618
162 2092 739
2435 162 296
2512 162 839
162 6021 96
7464 162 362
8218 162 629
9497 162 643
1282 163 407
1875 163 754
163 3460 799
3865 163 492
163 4008 900
163 4401 298
4493 163 997
163 5549 123
5556 163 920
6970 163 36
7084 163 435
163 7164 269
7505 163 633
8517 163 918
8904 163 263
2461 164 513
164 7757 183
164 9059 745
2581 165 348
165 4385 108
6939 165 336
165 9279 525
442 166 619
802 166 325
1231 166 741
166 1830 387
1961 166 957
166 3074 697
4808 166 922
6711 166 969
6996 166 578
8165 166 488
166 8384 130
166 9939 66
167 223 278
167 691 502
1230 167 969
2249 167 131
167 2369 70
4343 167 371
4790 167 64
167 5450 655
6092 167 560
168 1343 628
2404 168 117
168 4005 92
168 5180 768
168 5732 647
5784 168 368
6666 168 892
7172 168 75
7352 168 683
168 7810 935
168 7856 925
168 8051 256
8108 168 693
168 9064 74
234 169 169
399 169 522
169 2918 340
3082 169 944
3406 169 790
169 6226 983
7852 169 847
7978 169 984
1152 170 631
2017 170 812
170 7599 505
170 7606 713
7612 170 105
170 7989 735
8065 170 804
9838 170 995
667 171 111
706 171 12
171 747 499
877 171 28
1558 171 263
171 2124 425
171 2753 487
171 4202 36
6324 171 851
171 7977 521
172 4221 603
4616 172 681
4922 172 569
7190 172 420
172 8387 295
173 508 19
1235 173 667
2088 173 318
2537 173 241
3220 173 569
5458 173 568
5683 173 948
6053 173 279
174 300 850
493 174 281
1750 174 978
174 2093 686
3692 174 21
3936 174 141
6840 174 343
174 7666 998
8754 174 610
174 8888 413
174 9622 79
517 175 316
916 175 198
2081 175 296
175 2765 992
2940 175 15
5023 175 491
175 5114 112
175 5911 454
7276 175 12
175 7949 886
176 239 571
176 1126 120
176 2142 594
5011 176 663
176 6175 620
176 6243 593
7754 176 718
176 9398 589
177 3160 127
177 3820 655
177 4467 264
5997 177 759
7647 177 696
177 7677 735
2163 178 612
178 4196 164
4339 178 541
5071 178 791
5466 178 842
8133 178 116
362 179 488
444 179 202
179 636 822
1689 179 612
179 2205 206
2636 179 384
3144 179 137
179 8092 958
8343 179 314
2384 180 27
2908 180 134
180 4577 479
8255 180 658
9122 180 979
9263 180 974
9957 180 639
181 292 377
6395 181 443
6486 181 245
181 6579 412
8564 181 140
181 8985 978
182 719 826
1390 182 128
1459 182 941
3366 182 123
3657 182 467
182 8199 494
8422 182 227
182 8874 429
9032 182 375
183 1167 641
1459 183 344
183 2913 668
5280 183 450
183 5923 869
183 5927 161
184 2784 126
4104 184 836
184 5369 276
184 6484 713
184 8008 239
8144 184 346
8311 184 306
848 185 711
914 185 237
1052 185 900
185 3135 34
3611 185 140
185 5494 116
6905 185 909
7115 185 831
185 7926 966
1917 186 868
186 3156 446
186 4730 451
5807 186 463
187 352 870
187 1305 51
187 1413 284
187 5394 502
187 5963 155
187 6153 21
8012 187 697
8105 187 909
8503 187 149
187 8751 710
9833 187 185
1983 188 177
188 3789 131
4566 188 17
188 5913 901
188 5974 414
188 6828 474
8143 188 407
620 189 529
1529 189 689
4931 189 519
189 6707 218
7632 189 248
189 8321 259
190 605 709
190 892 414
190 1407 253
1519 190 813
1543 190 429
1596 190 451
190 1664 378
190 2515 790
4316 190 553
4343 190 549
190 5469 420
6295 190 286
190 8037 552
190 8505 820
190 9123 109
9427 190 191
190 9533 165
190 9592 732
191 906 161
1698 191 119
191 1866 160
1878 191 198
191 1901 138
2009 191 440
2432 191 268
2441 191 925
191 4253 996
5167 191 240
6913 191 831
8175 191 162
191 9753 369
9977 191 705
877 192 469
2347 192 617
2475 192 470
4026 192 737
4883 192 613
192 9457 17
9592 192 940
193 988 907
2242 193 363
4716 193 760
193 4874 640
193 6188 884
193 8483 52
193 9092 429
1510 194 388
1838 194 887
194 2104 925
194 4356 332
8212 194 12
194 9174 2
449 195 892
195 1402 981
1443 195 977
2730 195 663
4114 195 237
6024 195 125
195 6188 633
9240 195 556
9260 195 31
196 347 579
196 630 29
792 196 59
1079 196 725
196 1254 453
1928 196 122
196 3327 946
196 3404 757
196 4861 473
6425 196 17
196 6671 108
6802 196 644
196 7250 868
7761 196 831
216 197 215
981 197 472
1650 197 654
4023 197 662
197 4105 236
197 5144 948
197 5192 868
7405 197 106
8435 197 762
8451 197 88
9080 197 653
268 198 260
477 198 571
585 198 918
198 745 150
3901 198 754
4035 198 517
198 4383 126
198 4979 702
5346 198 317
7843 198 827
9197 198 491
648 199 778
1632 199 770
199 1867 801
199 1929 348
199 2494 762
199 3088 642
3426 199 75
7604 199 52
199 9178 441
199 9662 498
1632 200 815
2411 200 475
200 2589 385
2870 200 139
3060 200 934
200 6482 138
7336 200 390
8024 200 427
201 530 880
201 1471 890
201 1621 582
201 2954 906
201 3062 805
5331 201 926
7111 201 992
202 442 822
202 7759 620
9172 202 741
203 1089 145
1798 203 400
2931 203 591
203 4426 97
5646 203 528
7464 203 821
8849 203 973
292 204 954
597 204 212
2783 204 230
4802 204 871
204 5234 468
204 6699 896
7762 204 528
8545 204 140
204 9720 877
205 1398 198
2886 205 948
205 5751 990
6034 205 88
7144 205 793
7578 205 40
7775 205 754
8276 205 364
205 9679 289
417 206 524
2652 206 851
206 4472 29
206 7946 259
574 207 382
2093 207 976
207 3395 114
207 3809 374
207 5112 830
7977 207 554
207 8404 22
207 8422 328
8797 207 67
8839 207 54
9942 207 64
937 208 767
1221 208 509
208 1289 713
208 1339 315
4028 208 32
208 4325 657
5259 208 191
208 9143 878
209 1195 747
1260 209 600
209 4322 563
209 5252 932
209 6173 357
209 7182 927
7381 209 402
209 8649 885
766 210 909
1374 210 336
210 3908 352
4070 210 612
210 4076 943
210 6788 128
210 9458 545
9949 210 639
211 3666 237
211 5564 776
211 8138 65
9497 211 898
400 212 880
503 212 148
212 1778 485
212 3112 245
212 6766 755
212 8809 663
9303 212 128
441 213 401
1181 213 801
213 2135 541
4354 213 423
5273 213 526
5301 213 538
213 5878 919
7424 213 197
8101 213 960
9196 213 978
213 9573 458
909 214 223
214 2840 982
3959 214 194
214 4736 648
5882 214 561
214 6024 210
214 6997 421
214 8477 910
214 8533 208
9230 214 787
9300 214 964
480 215 557
215 1674 862
215 2158 206
5415 215 507
215 5736 625
7556 215 625
215 8550 753
9167 215 121
216 1069 189
2496 216 331
2785 216 222
216 3119 236
216 4354 684
216 4873 140
5075 216 254
5311 216 530
6371 216 185
869 217 52
217 1324 611
1533 217 169
1751 217 849
2378 217 466
217 2948 565
217 3370 280
217 5870 916
217 7171 583
8439 217 439
218 736 452
218 1374 119
218 1727 691
2020 218 183
2039 218 405
218 2221 573
2593 218 759
218 4346 273
4917 218 678
6078 218 137
6638 218 914
218 6850 620
7722 218 424
218 7877 733
651 219 621
219 792 51
1094 219 55
219 1322 207
3468 219 494
4207 219 645
4802 219 763
219 5515 991
5921 219 136
6864 219 174
7782 219 593
219 7845 698
219 8253 297
220 1100 932
220 2110 920
2433 220 746
220 4922 443
5535 220 67
220 7187 108
220 8851 371
220 9251 876
9593 220 833
221 393 559
1492 221 912
3998 221 262
4697 221 115
221 5805 482
6375 221 476
221 6607 408
221 6866 870
221 7856 376
221 9445 329
221 9740 443
222 2068 383
2197 222 524
222 3694 845
222 5204 558
5315 222 595
6240 222 358
6648 222 312
222 8621 146
826 223 320
223 1754 530
223 3642 455
223 5747 966
223 9914 458
628 224 249
1855 224 596
224 2848 244
3351 224 246
224 5641 686
6590 224 827
224 8561 722
258 225 363
225 1611 274
1695 225 206
225 2233 955
3520 225 828
4949 225 392
225 5671 818
225 8788 852
226 398 304
226 2070 538
2231 226 625
2737 226 863
226 3515 26
226 3525 594
3780 226 254
4378 226 715
227 982 689
1002 227 658
1172 227 44
227 3701 321
4946 227 569
5088 227 109
6673 227 255
8123 227 872
227 9003 672
227 9961 787
228 338 537
228 1387 11
2978 228 977
6305 228 25
228 7125 334
228 9224 342
228 9802 12
1268 229 246
229 1278 312
229 1583 36
1976 229 125
2481 229 727
229 3048 956
229 3594 300
4238 229 409
229 5445 620
229 6860 883
7519 229 328
230 293 172
230 1172 66
1185 230 939
1985 230 805
230 2282 126
230 2383 551
3675 230 931
4105 230 357
230 4413 129
