10000 10000
1246 9983 38
1174 5007 139
550 3744 339
580 5822 719
1059 3459 14
950 3929 741
393 2114 512
1007 6758 633
1304 2334 998
1159 4331 938
525 7458 156
929 6432 750
621 8874 20
1313 4653 768
365 7847 759
978 1974 839
742 6315 884
560 6341 873
449 5053 69
335 1402 277
616 7726 888
435 5171 542
1291 6238 888
1285 8263 284
618 3610 293
1022 3093 712
791 1436 949
948 2230 425
1320 7166 434
1325 3158 75
680 9370 182
971 8116 144
770 1303 100
670 783 739
589 6798 429
628 3670 887
424 9585 853
411 7776 191
1281 8990 532
1023 4329 875
1186 8044 861
625 4543 644
951 9956 975
523 5199 223
982 2890 509
1077 2684 591
1111 3613 10
1209 4547 946
607 3191 975
429 3105 814
684 740 91
366 9989 46
1229 5379 219
1235 6523 203
693 1403 928
1241 2752 38
1217 7094 894
432 8486 498
852 6632 572
461 3202 251
954 3041 259
674 9359 481
605 5431 709
1180 8746 41
729 3640 920
501 9355 126
1133 6848 195
707 7693 682
1290 8611 777
818 3311 717
672 3681 375
988 3183 963
1099 4435 774
902 7460 132
628 8414 613
556 5840 725
411 1116 58
1304 3124 325
441 6023 767
428 7755 63
986 4832 25
1147 2231 745
566 3426 620
817 8545 867
777 1076 394
776 2075 422
399 3719 694
795 4975 751
737 6115 793
1360 5270 745
1111 5796 504
931 6632 33
1124 1605 460
1280 7284 846
561 7926 583
974 4121 589
999 5879 342
1100 5602 684
1259 6492 648
1095 3223 714
697 2777 247
713 6992 973
1105 6216 205
594 677 366
702 9999 938
1029 8431 886
748 8797 582
1241 2552 437
428 4127 126
1364 5414 768
445 9539 425
622 4714 473
950 6554 658
1014 3965 301
1186 5256 918
907 9624 606
1210 9851 785
1101 9027 798
685 8987 747
952 2018 127
866 9704 332
845 4983 215
1071 3965 810
973 6812 575
728 7131 412
1199 7644 199
960 9817 228
605 4424 488
832 9369 366
1199 7975 805
691 1366 574
950 6753 569
985 6963 112
493 8376 409
657 8306 529
474 8593 408
1209 5291 579
900 6823 329
1376 4555 92
650 6140 699
1021 5086 563
519 5946 462
1348 3499 515
1392 9673 83
596 8257 116
1375 4310 882
916 5789 338
656 2694 622
974 2927 826
1132 6582 752
654 6929 176
981 5933 75
1233 7746 369
1053 3820 515
1336 6856 790
1028 4071 253
600 6059 807
579 1474 327
489 6457 355
1078 1882 552
1111 4098 427
842 9742 201
1136 3979 146
890 1921 22
511 946 940
862 8120 78
680 9546 545
731 6136 921
1119 5552 886
1129 8414 530
667 8239 905
957 9300 572
1422 3734 992
962 2757 384
574 7460 774
700 1826 333
967 1119 590
838 6989 587
1164 4845 240
1168 6947 430
878 2590 262
788 7393 205
1476 6036 39
716 9894 132
1454 5145 702
1213 4018 538
1264 7218 893
743 3940 572
767 3464 607
1064 1573 998
1245 4711 650
956 4444 989
571 5748 568
1109 2843 531
639 7696 605
904 6877 728
942 6479 977
665 8133 602
1330 6521 522
932 946 270
774 9491 81
1397 4694 505
1281 6522 115
1369 8889 605
848 7684 359
1459 5576 798
1123 1855 312
1324 8051 489
1418 8485 915
787 8401 534
762 2074 423
1086 5757 547
1060 4838 407
1375 8015 96
1256 9828 43
1020 9859 653
1388 3002 464
1483 2192 719
555 4542 990
579 4506 235
1125 3824 155
940 1123 697
539 7661 904
642 6460 991
860 1316 490
1385 4201 355
1269 4201 315
1302 8161 697
646 9086 750
1182 4015 348
632 8331 112
616 1721 122
1375 3406 235
1032 9072 916
1095 7125 121
1253 7098 857
1454 2556 977
660 2592 88
1328 7858 734
715 4860 182
1442 3377 260
756 3739 448
1224 8278 940
1388 3926 494
1159 5132 206
920 6178 469
1171 4173 585
1480 5370 369
1103 9285 890
1422 5623 785
842 9724 993
962 4195 668
842 5333 858
1547 9986 818
1134 6036 187
1340 5452 157
666 1802 83
849 6863 983
1361 7031 201
960 2098 838
996 4230 243
862 5278 878
1339 2151 865
615 4710 790
1183 8446 568
1245 8790 23
1215 6220 309
1302 4995 457
1326 4791 203
1069 6378 632
1350 1469 926
767 8991 48
1176 7201 446
957 5194 58
596 4151 83
1052 8774 78
1046 7573 158
1548 3487 909
1132 7754 755
1050 8031 528
1520 6216 717
1475 2604 666
1377 6543 44
803 9524 59
1446 6711 881
1229 6672 344
1580 6273 660
1305 7939 207
1338 9142 23
1179 3611 956
1222 7631 195
896 5769 983
1200 6709 549
1552 8819 404
1348 9631 393
906 8585 380
1547 4006 91
616 6822 186
843 9055 769
1331 2619 394
1572 9495 45
1341 3550 646
1177 2085 598
679 5933 698
1224 8703 2
1179 3174 946
1014 8462 311
1544 3731 549
733 1616 274
1480 6701 240
1249 5286 973
677 8950 541
1300 7272 963
905 8541 576
1410 6788 496
670 3563 897
1322 3373 180
706 6189 650
1181 9387 515
1193 6909 499
1621 2152 559
1147 8376 240
1365 8916 877
1581 9150 18
1394 6060 66
1256 5835 117
767 6579 200
1576 7737 756
1047 10000 323
1067 8188 669
1360 7102 189
1244 4216 277
1452 3496 580
1200 6759 695
1263 5500 319
1253 2717 806
738 2249 100
1471 9155 513
736 8702 944
1298 1442 19
726 7454 625
1004 2280 438
1193 4847 350
1620 1837 324
1276 2699 935
948 6859 382
1390 3043 210
1596 2596 301
1353 3608 305
865 9431 736
1051 3151 444
905 4745 988
1300 6926 959
675 1295 936
1629 4523 584
1278 1760 321
950 7528 615
1074 2036 313
1650 3686 522
1090 8765 916
1473 9303 516
1226 5229 509
1603 2676 524
1417 4076 492
1285 4919 461
1476 4272 748
1601 8843 510
1460 5513 848
880 2527 272
1600 4166 431
976 1836 989
1087 6302 276
994 6100 23
888 8471 989
740 2133 793
879 6004 722
953 5611 860
1348 3553 66
1358 3982 990
1680 7311 642
875 9467 51
1338 2138 718
1316 7178 926
1154 2729 337
867 7752 886
1072 2581 157
1440 5330 173
1204 3639 846
1181 6738 840
1005 1071 381
1452 4288 31
1330 9166 11
1548 9098 475
1393 8130 4
1260 3244 384
1468 8254 131
1117 3852 993
1190 9928 831
1123 1602 140
1473 8453 896
1165 3405 528
1497 8928 729
880 6071 774
1333 5748 333
1063 6411 100
1129 9182 866
1081 8009 704
1541 3213 475
1526 8364 594
1004 1182 52
1025 3986 842
1427 4043 365
1211 8139 340
1357 7406 692
977 8875 110
1601 6366 830
959 3257 10
1448 8692 821
1634 7205 461
1650 9078 121
805 1597 182
856 4100 674
1137 5411 663
1147 3882 920
929 2010 799
1396 1472 35
1314 9082 112
1449 7341 373
1288 4046 297
1600 8894 375
858 4322 855
1168 9123 264
1318 8788 681
1185 1523 231
1392 9101 248
1290 8348 829
1649 9251 897
837 6086 450
1035 1418 666
1404 7562 788
1234 6252 218
1184 7831 149
1315 5958 947
1472 5391 598
1292 9867 498
1030 4598 404
919 2568 849
842 6050 139
1228 6057 150
1634 4303 637
1688 6304 73
1468 4537 991
1751 5103 714
1649 7073 607
1579 7562 237
1740 8771 403
1147 4600 491
1383 6404 964
867 9925 194
1152 5538 477
1751 9874 188
1136 9873 532
1443 1852 774
1546 5935 944
947 2525 922
1297 7848 307
792 5263 278
1394 5085 733
1492 7024 119
1081 8314 103
819 3302 824
1545 6289 498
1695 8831 626
1188 2010 154
1393 6961 679
1205 8875 50
1605 7653 670
1407 7076 387
1052 1526 45
1013 5913 439
1519 4197 559
1501 3310 475
1023 3733 883
1428 8733 848
1606 2197 271
1727 7765 445
1122 1844 68
823 5595 688
1154 9188 267
1568 7736 999
1101 9258 64
1737 7812 298
1547 5425 936
1207 1421 751
843 8768 39
1281 5334 368
1748 2824 750
1617 5094 461
1154 1936 233
1430 8712 538
1750 9411 477
1509 7736 577
1177 7486 336
1320 6749 379
1698 8762 210
922 9538 507
1769 3601 320
1059 9874 670
1769 4706 646
1518 7090 590
1181 5780 643
1194 4735 11
1271 7044 874
1645 8080 761
1306 3200 223
1070 1842 531
872 8438 129
1042 6011 435
1312 5715 138
1043 6663 502
1006 7322 879
858 3692 683
1186 7462 508
1442 5179 993
1034 8623 594
1004 8833 643
1535 4907 861
1573 2491 701
1282 6196 270
1660 6501 449
1683 7562 479
1648 2921 188
1254 7946 800
1223 8129 4
1065 8119 528
1667 6274 583
1196 5171 674
1255 3417 121
1442 6056 297
1415 5314 495
1526 8417 305
1138 3219 73
1332 9296 456
856 2766 681
1239 3404 858
966 5108 211
1287 8255 974
1250 2275 571
1073 2602 141
949 5586 172
1093 8113 462
1038 2716 945
1812 3516 303
1774 2485 691
887 2731 805
1651 7836 239
1294 5321 635
872 9557 206
1770 4734 651
1141 4937 239
1807 8526 771
968 9478 77
1786 6152 343
1027 2925 369
1724 5981 158
1453 7385 941
1392 6982 949
893 4138 207
1367 3933 482
1764 7690 774
1301 7140 227
1361 8710 496
1234 5175 653
1051 8380 859
1170 8272 440
1331 5377 311
1649 2434 682
1205 9246 175
1747 2850 63
1847 3831 840
948 3087 323
1640 7297 31
1751 7486 202
1641 5848 844
1522 5776 645
1122 2078 411
1880 3140 732
930 2248 947
1280 8875 260
1837 5974 673
1874 1954 426
1389 9572 640
1778 8745 391
1366 9487 374
1607 2630 605
1705 2743 944
1595 8253 332
1796 7546 717
1030 5158 658
1438 6213 988
1260 8297 479
922 9560 711
1258 2205 177
1624 7922 883
1543 4646 687
1306 9548 731
1713 9865 623
1530 2647 100
1431 9531 632
1630 7868 338
1088 2396 352
1571 7028 53
1830 8049 767
1729 9730 751
1370 1857 145
1384 2104 945
1355 8009 562
1268 5804 78
1513 9551 793
1474 4095 316
1444 2653 321
1754 5158 233
1542 5912 394
1392 3571 843
1418 4674 305
1679 3888 737
978 8676 82
1008 1897 22
1012 8549 570
1467 2415 439
1554 8658 617
978 6717 230
1105 6387 44
1284 7966 532
1229 3850 631
1277 8698 29
1469 7499 455
1605 3572 884
1303 3237 415
1430 9275 33
1349 3040 425
1935 7657 592
1194 9092 936
1685 9058 577
1921 8561 912
999 8935 438
1734 2028 99
1557 3197 457
1813 3020 941
1738 8501 695
1936 7272 35
1572 4671 280
1825 6554 368
1660 9466 338
1538 5348 738
1299 9455 871
1042 8072 826
1814 2339 684
1391 9323 818
1500 7545 797
1375 7428 411
1634 8299 630
1965 3881 330
1240 3365 259
1802 7831 948
1588 4833 27
1637 3905 229
1123 3296 656
1059 3607 542
1804 8510 302
1490 6080 968
1222 2282 316
988 9172 938
1385 2198 769
1798 5628 385
1252 8921 401
1443 4406 550
1504 2293 987
1742 3014 815
1663 9598 680
1753 4835 276
1639 6392 285
1287 3084 43
1917 4975 860
1875 7322 482
1444 9060 942
1311 6063 814
1205 8058 571
1680 2853 600
1161 6367 718
1184 9736 721
1507 8828 19
1502 2472 946
1460 9628 183
1707 5013 987
1723 1732 305
1476 5175 517
1629 9810 554
1683 4928 719
1076 5888 258
1283 3928 120
1873 8004 623
1387 4195 435
1538 5555 141
1082 1097 215
1486 1626 40
1722 7916 665
1900 3473 695
1890 8152 117
1803 8776 745
1666 3559 611
1599 4883 989
1251 7237 869
1922 5288 293
1891 8713 119
1393 7231 828
1882 6412 714
1675 3592 942
1336 1909 81
1902 3179 82
1538 9949 663
1432 7162 896
1797 3496 798
1136 9350 20
1557 4557 744
1823 9421 955
1950 2830 958
1469 9424 621
2003 3333 497
1584 2380 360
1634 8930 117
1076 1787 885
1832 9487 344
1576 7031 870
1541 8413 661
1798 2993 931
1525 4942 718
1080 9508 38
1700 2002 939
1261 9207 536
1254 6096 926
1328 8195 719
1065 9347 255
1697 2050 108
1831 8433 216
1984 9727 699
1232 7834 735
1786 9020 390
1945 4224 957
1724 8730 516
1703 6169 796
1689 5046 813
1144 9848 812
1835 4431 592
1869 9926 876
1772 4607 407
2040 8507 139
1238 6275 381
1505 6466 49
1810 7711 47
1404 7116 679
1534 2856 116
1940 8895 891
1417 2180 699
1148 2986 761
1986 7850 739
1391 7212 913
1847 5004 706
2036 5983 450
1967 7777 139
1853 3784 957
1607 1884 829
1156 7545 176
1221 2187 253
1745 9937 519
1565 4485 189
1261 3915 962
1715 8288 924
1659 1683 815
1632 5513 943
1358 2124 824
1778 2673 253
1580 8416 394
1145 8040 411
1952 7069 894
1809 4738 424
1426 7165 407
1134 2548 982
1106 8469 880
1431 5345 151
1909 4231 193
1525 2955 684
2098 6300 91
1499 8687 304
1779 9675 21
1311 3394 707
1713 9404 747
1656 9304 758
1912 5787 445
2091 9247 609
1788 4683 388
1427 7528 388
1890 2558 139
1958 4655 818
2067 5681 379
1938 5945 990
2054 7826 894
1594 6647 701
1189 1857 38
1468 3791 719
1627 5383 38
1937 2432 820
1791 2261 668
1680 8998 976
2012 7851 154
1648 5318 447
1656 8846 928
1722 2458 354
1534 3659 706
1455 4488 217
1524 2553 388
1201 8064 60
1265 9627 972
1717 8346 216
1659 4029 94
1418 9856 979
1907 6622 577
1386 4089 338
1757 8832 19
1829 6174 416
1289 9022 489
2116 8773 625
1332 6148 564
1719 4379 92
1773 7294 730
1506 9067 505
1392 9072 757
2076 9998 731
1336 8655 424
1948 6771 577
1618 9553 907
1856 9998 100
2129 2768 31
1165 8967 663
1525 6599 379
2099 4396 628
1767 2396 560
1764 2386 103
1338 3401 258
1248 4298 81
1177 1222 790
1872 6175 122
2056 5624 138
1864 4808 512
1939 7517 811
1754 9918 425
2003 5752 36
1755 2832 219
1616 5814 663
1207 9487 683
1573 2872 398
1516 5373 647
1716 1844 703
1368 7686 481
1697 4626 74
1393 2349 266
1466 7903 857
2167 6238 660
2131 2798 701
1845 4669 108
2169 5731 808
1573 4584 355
2118 7541 553
1432 5526 432
1588 4792 5
1606 7630 298
2083 3105 643
1689 6799 951
1977 7699 973
1188 6498 965
2061 8722 712
1616 4764 651
1273 2412 255
1575 6526 662
1580 5261 439
2065 9591 691
1975 2255 196
2150 4863 989
1533 9702 343
1928 9074 217
2024 3089 997
1226 4976 81
1588 6210 819
1656 9782 208
1276 5521 81
1680 3845 215
1439 4003 523
1848 1852 213
1252 1731 946
1606 9234 773
1580 9813 153
1222 1307 542
1575 9048 998
1578 5927 426
2187 2779 256
1810 1869 844
1871 6859 489
1623 9551 888
1570 2562 288
2209 7952 13
1838 3346 27
2035 6595 393
1580 1619 113
2206 3108 441
2002 6835 40
1357 2604 50
1792 2461 459
1793 3211 166
1316 5280 511
2052 8234 132
1732 3374 301
2185 4519 15
2142 3643 1
1640 9562 135
1488 3874 270
2113 5815 192
1993 5080 761
1717 1979 853
1632 5509 679
2083 3073 536
2172 2729 493
1626 1714 758
1753 2229 521
1977 9125 778
1312 3100 12
2088 2300 772
1255 9504 607
1472 6497 357
1499 8898 204
2043 8016 491
2098 4983 879
1637 2606 746
1828 8526 483
2033 2900 906
1590 7412 753
1282 3101 765
1595 8988 345
1451 9530 599
2067 4290 749
1888 8435 952
1738 8758 693
1772 2644 272
2003 6171 407
1991 9003 747
1851 8549 129
1488 2918 471
2137 6371 20
2261 7304 832
1991 5082 464
2078 4580 946
1719 7304 812
2203 4464 908
1270 9058 991
1729 4392 581
1375 2498 160
1926 8610 34
2229 8016 383
1648 6843 109
1412 9964 273
2127 2416 78
1589 9123 365
2003 3769 366
1462 6613 178
2192 7225 282
1328 8575 936
1563 8258 244
1925 9069 970
2110 2264 108
1313 8712 311
1700 6985 975
1903 8761 53
2050 3784 236
1713 8135 148
1636 9450 547
2197 5709 828
2042 3044 471
2047 2269 649
1436 7210 677
2208 4904 444
2088 5195 60
1944 3063 174
1878 4212 599
2176 2232 945
1839 6038 203
2032 5297 305
1857 6276 59
1618 6480 202
1973 7110 115
2298 6027 259
2082 3277 906
2176 7583 486
1597 4406 715
2069 3032 607
2129 4568 338
1335 4338 245
1440 7357 560
1373 2373 582
2127 5484 927
1530 6063 704
2313 2954 925
2187 6608 566
1472 6952 679
1578 5776 498
1987 2636 522
1691 3817 651
1950 9738 63
1513 1591 876
1486 2049 443
2013 7142 440
2005 3085 662
1608 2009 816
1468 3092 428
1813 7177 95
2225 5290 817
1595 4126 445
2302 3471 987
2254 3814 150
2117 8427 190
1913 4378 221
1635 2219 502
2061 8103 642
1763 6444 479
2030 6291 726
2328 5926 991
1770 7384 961
1438 8530 234
1756 7191 369
1488 7115 947
2096 3611 247
1498 9579 323
1691 3175 748
2194 5014 791
1865 3770 779
1962 3591 561
1506 9188 657
1866 5655 423
1670 1689 567
1813 6180 670
2105 9483 822
1938 8832 167
1992 2339 365
1899 8336 233
1799 5410 846
2178 2382 353
1986 9646 867
1784 6146 536
1894 9126 996
2238 3810 98
2303 6339 33
2314 5660 20
1923 5159 913
1854 4460 353
1884 3556 523
1704 5593 500
2007 5489 922
1518 5168 454
1390 5941 680
2331 7567 970
2191 9207 918
1721 9821 474
2072 5657 312
2293 9136 827
1878 3998 514
2048 9559 150
2063 7282 649
1782 8509 666
2367 6779 623
1840 5278 792
2307 8676 137
1576 8332 832
1877 6173 99
1549 8436 598
2133 2423 267
2070 3979 301
2233 9837 702
1543 2751 38
2127 3550 494
1516 3107 769
1937 6940 959
2327 8878 802
1986 6392 963
1471 4475 708
2268 5553 740
1891 2132 582
2379 8165 85
2368 8265 172
1654 4033 646
2308 3899 540
1585 7145 471
2005 4307 413
2209 5312 486
1948 5776 707
1785 4030 198
2220 5372 528
1624 2950 495
1977 6042 98
1735 3019 2
1531 8035 535
1820 2935 134
2229 9565 289
1948 5078 829
2117 7618 558
1600 4527 368
2142 7416 933
2071 6712 851
1933 4892 173
2231 4013 290
1701 5206 695
2168 9370 860
2174 4176 392
1651 9464 443
2244 9826 976
2323 8713 698
2108 7395 700
1442 4513 211
2304 6380 371
2012 5966 1000
1465 6207 743
1624 5028 492
2316 5138 68
2142 8631 885
2256 8216 779
1551 7681 457
2402 7577 820
1621 6197 693
2124 4898 272
1829 8665 656
2354 3729 845
1521 1743 725
1735 2720 431
1808 7974 601
1624 4243 713
1530 8707 676
1763 6754 208
1693 8155 242
2322 2808 628
1513 3363 890
2074 5195 319
1987 6378 608
1643 8548 321
1789 8860 497
2003 9565 930
2453 4433 595
2033 3292 837
2069 8599 59
2277 9320 119
2176 3399 91
2347 5459 624
1877 9811 811
2251 2916 495
2350 4949 393
1582 7922 739
2415 8251 313
2313 7969 921
1885 6893 88
1665 8191 802
2037 9005 37
2037 6171 450
1926 9342 235
2133 2136 470
2299 5779 937
2137 2495 883
1823 2583 726
2438 8617 141
1999 7948 686
1748 2788 250
1907 4620 813
2184 8441 616
1903 6132 273
1598 4994 447
2454 6265 458
1805 2192 802
1900 6234 112
2382 3379 630
1879 5278 248
2297 3481 24
1803 6930 76
2109 5311 847
1804 5373 959
1596 5057 278
1975 9387 596
2175 2849 7
1959 6666 251
1977 5288 992
2425 8725 797
2013 2257 107
2286 6625 75
2161 5448 384
2200 6225 837
2502 5735 667
1781 9849 344
2507 7138 156
1690 3216 985
2026 2142 910
2122 5308 421
1552 9729 205
2229 5231 214
2281 6917 909
2409 2869 257
2383 3845 532
1667 4215 531
2229 2782 64
2385 8221 580
2252 7629 192
2370 3163 584
1830 6739 300
2087 5331 67
2451 3160 314
2240 8960 181
2413 3612 684
1774 4793 395
2449 5417 613
2171 9762 346
1696 2232 547
2206 8115 855
1976 6883 772
2167 6203 699
2266 7077 766
2226 6215 6
2446 9493 253
2275 9674 527
2282 5647 169
2524 9820 336
2476 7534 363
2360 5498 159
1787 5382 146
2445 6467 878
2106 6573 922
1834 7409 832
1874 7626 570
1799 3540 667
2055 7638 652
1705 9890 940
2320 6058 760
2279 4747 5
2137 9050 260
1849 5435 822
1684 8221 111
1569 7537 792
1867 4579 44
2523 5112 904
1783 2428 60
2217 5287 182
2171 5231 263
2461 7162 848
2464 5017 496
1626 8897 978
1933 6287 992
2470 8531 655
1927 6054 973
1568 7736 198
2131 7233 856
2359 9210 820
1591 8338 720
2114 4482 622
2396 3879 38
2034 8218 407
2284 9059 664
2355 5028 378
1888 5044 731
2565 6931 294
1637 3772 85
1612 9277 458
1646 4397 1
2214 3038 177
2396 9474 638
1777 5232 700
1653 6603 480
2506 3535 145
1702 7719 485
2553 4466 896
2376 5303 929
1748 8406 995
1976 3773 981
2375 3932 147
2493 3824 342
2233 8194 411
2361 7645 685
2248 8695 801
1799 3117 119
2078 2994 907
2088 3339 67
1744 3065 805
2483 6050 590
2384 8292 491
2284 4406 483
2361 5278 251
2427 7088 256
2192 4292 459
1789 7949 293
1882 6361 783
1811 5914 280
2283 5154 516
2035 2650 299
2134 7571 981
2212 5284 739
1789 3774 562
2059 3918 502
1740 9498 37
2456 3260 665
2325 4394 868
2313 9325 895
2207 4642 672
1871 2061 195
2339 6411 796
2397 3658 324
1649 3768 770
2031 7044 895
2368 2836 87
2608 5081 796
1658 6783 491
2353 4271 431
1830 3807 682
1938 3382 752
2210 5106 879
2131 7976 905
2033 5877 665
1674 6884 408
2228 9368 742
2635 7959 773
2430 9974 850
1890 8022 51
2569 8998 360
2494 6737 291
1738 1835 790
2529 4877 191
2467 6575 583
1729 5821 528
1759 6312 527
2388 7402 672
2103 9994 924
2613 4823 206
1965 4054 60
2099 9379 510
1914 5555 397
1832 3444 222
2629 4326 659
1683 6102 773
2400 9028 515
1877 3769 971
1742 1950 288
2084 6793 956
2276 6916 405
2518 8006 20
2471 4356 201
2066 4780 529
2450 6665 910
2377 2686 8
1885 4298 229
2273 5709 666
2186 4592 93
1771 7677 710
2632 6386 920
2050 8240 82
1879 9886 486
1866 9558 625
2601 7979 338
2261 7580 911
2227 8243 518
2317 7143 389
1922 5375 493
2202 7521 808
1769 7870 540
2291 4137 748
2570 4380 294
1869 9391 574
1719 5789 161
2098 4206 713
2091 2333 355
1738 3990 952
1966 8300 476
1859 2840 918
2196 4073 530
2594 6226 771
2263 8208 958
2013 3463 995
2600 3780 761
2163 7669 167
2064 3712 572
2579 9420 203
2611 4819 726
2032 5806 585
2648 7678 841
2072 7349 413
2034 7943 86
2096 6145 345
2452 9821 814
2381 8992 536
1822 9393 419
1976 8361 334
2484 3387 20
2296 5050 321
1935 7860 693
2491 2634 379
1929 7252 773
2137 6673 874
2654 9271 903
2166 7828 21
2438 2643 291
2580 3559 69
2294 6591 9
2209 3080 235
1850 2991 368
2426 4197 586
1843 5841 363
2671 8600 305
2585 2925 757
2194 3393 832
2617 3136 696
1927 9220 273
2304 2873 117
2717 3798 600
2502 7241 306
2607 8842 780
2404 9017 730
1932 2957 944
2232 9867 414
1757 3200 659
2185 3607 860
1985 6542 789
2724 5287 131
1882 8735 904
2401 9650 781
2505 6251 806
1977 7895 6
2035 9984 857
1807 4043 233
1883 7578 683
2715 7886 933
2378 8761 272
2088 9656 768
2423 2610 430
2226 5121 548
2276 3828 784
2336 4724 77
2175 8082 493
2743 3957 632
2606 4750 602
1882 6684 586
2521 9173 928
2019 9562 955
2305 7884 433
2074 6383 311
2745 3668 896
2549 4440 319
2510 9878 661
2124 7088 513
2299 4808 993
2354 7637 758
1796 6447 20
2169 2822 567
2166 8431 234
1930 5107 220
2123 2995 360
2216 4246 108
2444 5642 821
2748 7360 709
2545 3178 298
2326 3378 328
2060 4329 83
2027 6420 481
2626 6198 642
1827 4540 347
1812 9370 144
2107 2580 816
2650 9041 792
2512 7526 915
2386 4331 818
2772 4716 102
2151 9955 705
2638 3042 553
1793 4427 953
1866 8550 985
2524 8319 663
2402 5761 532
1990 2101 261
2038 8117 863
2258 2702 202
2186 6112 567
2763 8818 419
2020 7258 776
2359 2442 205
2178 9424 939
1990 7819 902
2149 3320 453
1803 3495 50
1920 4348 866
2533 4593 609
2708 6366 576
2052 8243 152
2498 4519 713
2648 7040 445
2350 3826 635
2356 3281 335
